sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_laboratory,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_supplementary_file_3,sample_supplementary_file_4,sample_series_id,sample_data_row_count,big_key,tissue,cell_type,treatment,assembly,supplementary_files_format_and_content,biosample,sra
cnag_hydrop_1_hy_c1_,,,,,,,CNAG HyDrop 1 (Hy C1),GSM7102975,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7102975,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102975/suppl/GSM7102975_CNA_hydrop_1.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102975/suppl/GSM7102975_CNA_hydrop_1.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102975/suppl/GSM7102975_CNA_hydrop_1.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102975/suppl/GSM7102975_CNA_hydrop_1.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19735137,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33833995,https://www.ncbi.nlm.nih.gov/sra?term=SRX19735137
cnag_hydrop_2_hy_c2_,,,,,,,CNAG HyDrop 2 (Hy C2),GSM7102976,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7102976,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102976/suppl/GSM7102976_CNA_hydrop_2.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102976/suppl/GSM7102976_CNA_hydrop_2.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102976/suppl/GSM7102976_CNA_hydrop_2.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102976/suppl/GSM7102976_CNA_hydrop_2.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19735138,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33833994,https://www.ncbi.nlm.nih.gov/sra?term=SRX19735138
cnag_hydrop_3_hy_c3_,,,,,,,CNAG HyDrop 3 (Hy C3),GSM7102977,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7102977,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102977/suppl/GSM7102977_CNA_hydrop_3.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102977/suppl/GSM7102977_CNA_hydrop_3.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102977/suppl/GSM7102977_CNA_hydrop_3.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102977/suppl/GSM7102977_CNA_hydrop_3.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19735139,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33833993,https://www.ncbi.nlm.nih.gov/sra?term=SRX19735139
bro_mtscatac_1_mtscatac_br1_,,,,,,,BRO mtscatac 1 (mtscATAC Br1),GSM7102978,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL21697,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,NextSeq 550,other,genomic,ATAC-seq,GSM7102978,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102978/suppl/GSM7102978_BRO_mtscatac_1.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102978/suppl/GSM7102978_BRO_mtscatac_1.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102978/suppl/GSM7102978_BRO_mtscatac_1.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102978/suppl/GSM7102978_BRO_mtscatac_1.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19737795,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33837636,https://www.ncbi.nlm.nih.gov/sra?term=SRX19737795
bro_mtscatac_2_mtscatac_br2_,,,,,,,BRO mtscatac 2 (mtscATAC Br2),GSM7102979,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL21697,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,NextSeq 550,other,genomic,ATAC-seq,GSM7102979,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102979/suppl/GSM7102979_BRO_mtscatac_2.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102979/suppl/GSM7102979_BRO_mtscatac_2.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102979/suppl/GSM7102979_BRO_mtscatac_2.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102979/suppl/GSM7102979_BRO_mtscatac_2.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19737796,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33837635,https://www.ncbi.nlm.nih.gov/sra?term=SRX19737796
cna_mtscatac_1_mtscatac_c1_,,,,,,,CNA mtscatac 1 (mtscATAC C1),GSM7102980,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7102980,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102980/suppl/GSM7102980_CNA_mtscatac_1.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102980/suppl/GSM7102980_CNA_mtscatac_1.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102980/suppl/GSM7102980_CNA_mtscatac_1.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102980/suppl/GSM7102980_CNA_mtscatac_1.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19737797,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33837634,https://www.ncbi.nlm.nih.gov/sra?term=SRX19737797
cna_mtscatac_2_mtscatac_c2_,,,,,,,CNA mtscatac 2 (mtscATAC C2),GSM7102981,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7102981,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102981/suppl/GSM7102981_CNA_mtscatac_2.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102981/suppl/GSM7102981_CNA_mtscatac_2.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102981/suppl/GSM7102981_CNA_mtscatac_2.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102981/suppl/GSM7102981_CNA_mtscatac_2.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19737798,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33837633,https://www.ncbi.nlm.nih.gov/sra?term=SRX19737798
mdc_mtscatac_1_mtscatac_m1_,,,,,,,MDC mtscatac 1 (mtscATAC M1),GSM7102982,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7102982,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102982/suppl/GSM7102982_MDC_mtscatac_1.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102982/suppl/GSM7102982_MDC_mtscatac_1.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102982/suppl/GSM7102982_MDC_mtscatac_1.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102982/suppl/GSM7102982_MDC_mtscatac_1.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19737799,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33837632,https://www.ncbi.nlm.nih.gov/sra?term=SRX19737799
mdc_mtscatac_2_mtscatac_m2_,,,,,,,MDC mtscatac 2 (mtscATAC M2),GSM7102983,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7102983,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102983/suppl/GSM7102983_MDC_mtscatac_2.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102983/suppl/GSM7102983_MDC_mtscatac_2.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102983/suppl/GSM7102983_MDC_mtscatac_2.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102983/suppl/GSM7102983_MDC_mtscatac_2.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19737800,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33837631,https://www.ncbi.nlm.nih.gov/sra?term=SRX19737800
ohs_s3atac_1_s3_o1_,,,,,,,OHS s3atac 1 (s3 O1),GSM7102984,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"The PBMC pellet was thawed and suspended in NIB-HEPES prior to Dounce homogenization., s3-ATAC was then performed as described previously (Mulqueen et al. 2021). Briefly, nuclei were flow sorted via a Sony SH800 to remove debris and attain an accurate count per well before PCR in 1x TD buffer. Immediately following sorting completion, the plate was sealed and spun down for 5 min at 500 r.c.f. and 4  °C to ensure nuclei were within the buffer. Nucleosomes and remaining transposases were then dena ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL30173,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,NextSeq 2000,other,genomic,ATAC-seq,GSM7102984,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102984/suppl/GSM7102984_OHS_s3atac_1.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102984/suppl/GSM7102984_OHS_s3atac_1.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102984/suppl/GSM7102984_OHS_s3atac_1.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102984/suppl/GSM7102984_OHS_s3atac_1.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19740751,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33843940,https://www.ncbi.nlm.nih.gov/sra?term=SRX19740751
