sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_phone,sample_contact_laboratory,sample_contact_department,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,strain,surface_markers,tissue,genome_build,supplementary_files_format_and_content,biosample,sra
chopp45_wt_immature_cd4sp_thymocytes_replicate_2,,,,,,,Chopp45: WT immature CD4SP thymocytes replicate 2,GSM4486875,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"Nuclei were isolated as recommended in Buenrostro et al, 2013, ATAC-seq libraries were prepared as recommended in Buenerostro et al, 2013","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, Alignment--bowtie2 (v2.3.4) --end-to-end --sensitive -X 2000, Filtering with samtools (v1.6) -f -q 30, Sorting with samtools, Mark and remove duplicates with Picard (v2.2.8), Index and remove mitochondrial reads with samtools, Convert to bed with bedtools (v2.29.2), Peak calling with Macs2 (v2.2.4) --nomodel --nolambda --pvalue 1e-7 --keep-dup all, Generate counts per million normalized bigwig with Deeptools (v3.3.0 ...",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM4486875,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486875/suppl/GSM4486875_LATAC6_peaks.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486875/suppl/GSM4486875_WT_ImCD4_ATAC_CPM_Rep2.bw,"GSE148975, GSE148981",0,SRX8144003,Thpok fl/fl; ThpokGFP; Cd4-Cre negative,,Thymus,mm10,"Peak excel file, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646706,https://www.ncbi.nlm.nih.gov/sra?term=SRX8144003
chopp46_wt_immature_cd4sp_thymocytes_replicate_3,,,,,,,Chopp46: WT immature CD4SP thymocytes replicate 3,GSM4486876,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"Nuclei were isolated as recommended in Buenrostro et al, 2013, ATAC-seq libraries were prepared as recommended in Buenerostro et al, 2013","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, Alignment--bowtie2 (v2.3.4) --end-to-end --sensitive -X 2000, Filtering with samtools (v1.6) -f -q 30, Sorting with samtools, Mark and remove duplicates with Picard (v2.2.8), Index and remove mitochondrial reads with samtools, Convert to bed with bedtools (v2.29.2), Peak calling with Macs2 (v2.2.4) --nomodel --nolambda --pvalue 1e-7 --keep-dup all, Generate counts per million normalized bigwig with Deeptools (v3.3.0 ...",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM4486876,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486876/suppl/GSM4486876_LATAC8_peaks.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486876/suppl/GSM4486876_WT_ImCD4_ATAC_CPM_Rep3.bw,"GSE148975, GSE148981",0,SRX8144004,Thpok fl/fl; ThpokGFP; Cd4-Cre negative,,Thymus,mm10,"Peak excel file, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646705,https://www.ncbi.nlm.nih.gov/sra?term=SRX8144004
chopp47_thpok_ko_immature_cd4sp_thymocytes_replicate_1,,,,,,,Chopp47: Thpok KO immature CD4SP thymocytes replicate 1,GSM4486877,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"Nuclei were isolated as recommended in Buenrostro et al, 2013, ATAC-seq libraries were prepared as recommended in Buenerostro et al, 2013","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, Alignment--bowtie2 (v2.3.4) --end-to-end --sensitive -X 2000, Filtering with samtools (v1.6) -f -q 30, Sorting with samtools, Mark and remove duplicates with Picard (v2.2.8), Index and remove mitochondrial reads with samtools, Convert to bed with bedtools (v2.29.2), Peak calling with Macs2 (v2.2.4) --nomodel --nolambda --pvalue 1e-7 --keep-dup all, Generate counts per million normalized bigwig with Deeptools (v3.3.0 ...",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM4486877,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486877/suppl/GSM4486877_KO_ImCD4_ATAC_CPM_Rep1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486877/suppl/GSM4486877_LATAC3_peaks.txt.gz,"GSE148975, GSE148981",0,SRX8144005,Thpok fl/fl; ThpokGFP; Cd4-Cre positive,,Thymus,mm10,"Peak excel file, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646704,https://www.ncbi.nlm.nih.gov/sra?term=SRX8144005
chopp48_thpok_ko_immature_cd4sp_thymocytes_replicate_2,,,,,,,Chopp48: Thpok KO immature CD4SP thymocytes replicate 2,GSM4486878,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"Nuclei were isolated as recommended in Buenrostro et al, 2013, ATAC-seq libraries were prepared as recommended in Buenerostro et al, 2013","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, Alignment--bowtie2 (v2.3.4) --end-to-end --sensitive -X 2000, Filtering with samtools (v1.6) -f -q 30, Sorting with samtools, Mark and remove duplicates with Picard (v2.2.8), Index and remove mitochondrial reads with samtools, Convert to bed with bedtools (v2.29.2), Peak calling with Macs2 (v2.2.4) --nomodel --nolambda --pvalue 1e-7 --keep-dup all, Generate counts per million normalized bigwig with Deeptools (v3.3.0 ...",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM4486878,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486878/suppl/GSM4486878_KO_ImCD4_ATAC_CPM_Rep2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486878/suppl/GSM4486878_LATAC7_peaks.txt.gz,"GSE148975, GSE148981",0,SRX8144006,Thpok fl/fl; ThpokGFP; Cd4-Cre positive,,Thymus,mm10,"Peak excel file, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646703,https://www.ncbi.nlm.nih.gov/sra?term=SRX8144006
chopp49_thpok_ko_immature_cd4sp_thymocytes_replicate_3,,,,,,,Chopp49: Thpok KO immature CD4SP thymocytes replicate 3,GSM4486879,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"Nuclei were isolated as recommended in Buenrostro et al, 2013, ATAC-seq libraries were prepared as recommended in Buenerostro et al, 2013","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, Alignment--bowtie2 (v2.3.4) --end-to-end --sensitive -X 2000, Filtering with samtools (v1.6) -f -q 30, Sorting with samtools, Mark and remove duplicates with Picard (v2.2.8), Index and remove mitochondrial reads with samtools, Convert to bed with bedtools (v2.29.2), Peak calling with Macs2 (v2.2.4) --nomodel --nolambda --pvalue 1e-7 --keep-dup all, Generate counts per million normalized bigwig with Deeptools (v3.3.0 ...",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM4486879,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486879/suppl/GSM4486879_KO_ImCD4_ATAC_CPM_Rep3.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486879/suppl/GSM4486879_LATAC9_peaks.txt.gz,"GSE148975, GSE148981",0,SRX8144007,Thpok fl/fl; ThpokGFP; Cd4-Cre positive,,Thymus,mm10,"Peak excel file, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646702,https://www.ncbi.nlm.nih.gov/sra?term=SRX8144007
chopp50_thpokchip_replicate1,,,,,,,Chopp50: ThpokChIP_replicate1,GSM4486880,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"CD4SP thymocytes were sorted and fixed in 1% formaldehyde. Cells were sonicated, lysates clarified, and protein-DNA complexes immunoprecipitated., Libraries were prepared and sequenced following standard Illumina protocols","Alignment--bowtie2 (v2.3.4) --end-to-end --sensitive --no-unal, Filtering with samtools (v1.6) -q 20, Sorting and indexing with samtools, Convert to bed with bedtools (v2.29.2), Remove blacklisted regions with bedtools, Convert bamfile to counts per million normalized bigwig with Deeptools (v3.3.0), Peak calling with Macs2 (v2.2.4) --nomodel --nolambda --extsize 300 -q 0.9 --keep-dup-all",GPL21626,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,NextSeq 550,ChIP,genomic,ChIP-Seq,GSM4486880,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486880/suppl/GSM4486880_ThymusThpokRep1_cpm.bw,,"GSE148976, GSE148981",0,SRX8144008,ThpokBio/+ Rosa26BirA+,,Thymus,mm10,Counts per million normalized bigwig file,https://www.ncbi.nlm.nih.gov/biosample/SAMN14646701,https://www.ncbi.nlm.nih.gov/sra?term=SRX8144008
chopp51_thpokchip_replicate2,,,,,,,Chopp51: ThpokChIP_replicate2,GSM4486881,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"CD4SP thymocytes were sorted and fixed in 1% formaldehyde. Cells were sonicated, lysates clarified, and protein-DNA complexes immunoprecipitated., Libraries were prepared and sequenced following standard Illumina protocols","Alignment--bowtie2 (v2.3.4) --end-to-end --sensitive --no-unal, Filtering with samtools (v1.6) -q 20, Sorting and indexing with samtools, Convert to bed with bedtools (v2.29.2), Remove blacklisted regions with bedtools, Convert bamfile to counts per million normalized bigwig with Deeptools (v3.3.0), Peak calling with Macs2 (v2.2.4) --nomodel --nolambda --extsize 300 -q 0.9 --keep-dup-all",GPL21626,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,NextSeq 550,ChIP,genomic,ChIP-Seq,GSM4486881,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486881/suppl/GSM4486881_ThymusThpokRep2_cpm.bw,,"GSE148976, GSE148981",0,SRX8144009,ThpokBio/+ Rosa26BirA+,,Thymus,mm10,Counts per million normalized bigwig file,https://www.ncbi.nlm.nih.gov/biosample/SAMN14646741,https://www.ncbi.nlm.nih.gov/sra?term=SRX8144009
chopp52_thpokchip_replicate3,,,,,,,Chopp52: ThpokChIP_replicate3,GSM4486882,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"CD4SP thymocytes were sorted and fixed in 1% formaldehyde. Cells were sonicated, lysates clarified, and protein-DNA complexes immunoprecipitated., Libraries were prepared and sequenced following standard Illumina protocols","Alignment--bowtie2 (v2.3.4) --end-to-end --sensitive --no-unal, Filtering with samtools (v1.6) -q 20, Sorting and indexing with samtools, Convert to bed with bedtools (v2.29.2), Remove blacklisted regions with bedtools, Convert bamfile to counts per million normalized bigwig with Deeptools (v3.3.0), Peak calling with Macs2 (v2.2.4) --nomodel --nolambda --extsize 300 -q 0.9 --keep-dup-all",GPL21626,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,NextSeq 550,ChIP,genomic,ChIP-Seq,GSM4486882,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486882/suppl/GSM4486882_ThymusThpokRep3_cpm.bw,,"GSE148976, GSE148981",0,SRX8144010,ThpokBio/+ Rosa26BirA+,,Thymus,mm10,Counts per million normalized bigwig file,https://www.ncbi.nlm.nih.gov/biosample/SAMN14646740,https://www.ncbi.nlm.nih.gov/sra?term=SRX8144010
chopp53_thpokctrlchip,,,,,,,Chopp53: ThpokCtrlChip,GSM4486883,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"CD4SP thymocytes were sorted and fixed in 1% formaldehyde. Cells were sonicated, lysates clarified, and protein-DNA complexes immunoprecipitated., Libraries were prepared and sequenced following standard Illumina protocols","Alignment--bowtie2 (v2.3.4) --end-to-end --sensitive --no-unal, Filtering with samtools (v1.6) -q 20, Sorting and indexing with samtools, Convert to bed with bedtools (v2.29.2), Remove blacklisted regions with bedtools, Convert bamfile to counts per million normalized bigwig with Deeptools (v3.3.0), Peak calling with Macs2 (v2.2.4) --nomodel --nolambda --extsize 300 -q 0.9 --keep-dup-all",GPL21626,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,NextSeq 550,ChIP,genomic,ChIP-Seq,GSM4486883,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486883/suppl/GSM4486883_ThymusCtrl_thpok_cpm.bw,,"GSE148976, GSE148981",0,SRX8144011,Thpok+/+ Rosa26BirA+,,Thymus,mm10,Counts per million normalized bigwig file,https://www.ncbi.nlm.nih.gov/biosample/SAMN14646739,https://www.ncbi.nlm.nih.gov/sra?term=SRX8144011
chopp75_thpokko_replicate1,,,,,,,Chopp75: ThpokKO_replicate1,GSM4760871,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"Single Cell 5' Reagent Kits v1.1 per the manufacturer instructions (10X genomics), Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1.0) software to produce the fastq files., The fastq files are processed through the cellranger count to get differential expression counts.",GPL19057,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4760871,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4760nnn/GSM4760871/suppl/GSM4760871_ThpokWT1_raw_feature_bc_matrix.h5,,"GSE148981, GSE157286",0,SRX9053101,Thpok fl/fl; ThpokGFP; Cd4-Cre negative,,Thymus,mm10,h5 files,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960382,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053101
chopp76_thpokwt_replicate1,,,,,,,Chopp76: ThpokWT_replicate1,GSM4760872,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"Single Cell 5' Reagent Kits v1.1 per the manufacturer instructions (10X genomics), Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1.0) software to produce the fastq files., The fastq files are processed through the cellranger count to get differential expression counts.",GPL19057,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4760872,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4760nnn/GSM4760872/suppl/GSM4760872_ThpokKO1_raw_feature_bc_matrix.h5,,"GSE148981, GSE157286",0,SRX9053102,Thpok fl/fl; ThpokGFP; Cd4-Cre positive,,Thymus,mm10,h5 files,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960381,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053102
chopp77_thpokko_replicate2,,,,,,,Chopp77: ThpokKO_replicate2,GSM4760873,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"Single Cell 5' Reagent Kits v1.1 per the manufacturer instructions (10X genomics), Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1.0) software to produce the fastq files., The fastq files are processed through the cellranger count to get differential expression counts.",GPL19057,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4760873,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4760nnn/GSM4760873/suppl/GSM4760873_ThpokWT2_raw_feature_bc_matrix.h5,,"GSE148981, GSE157286",0,SRX9053103,Thpok fl/fl; ThpokGFP; Cd4-Cre negative,,Thymus,mm10,h5 files,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960380,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053103
chopp78_thpokwt_replicate2,,,,,,,Chopp78: ThpokWT_replicate2,GSM4760874,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"Single Cell 5' Reagent Kits v1.1 per the manufacturer instructions (10X genomics), Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1.0) software to produce the fastq files., The fastq files are processed through the cellranger count to get differential expression counts.",GPL19057,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4760874,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4760nnn/GSM4760874/suppl/GSM4760874_ThpokKO2_raw_feature_bc_matrix.h5,,"GSE148981, GSE157286",0,SRX9053104,Thpok fl/fl; ThpokGFP; Cd4-Cre positive,,Thymus,mm10,h5 files,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960379,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053104
chopp54_b2m_deficient_replicate1,,,,,,,Chopp54: B2m_deficient_replicate1,GSM4760995,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"Single Cell 3 Reagent Kits v2 per the manufacturer instructions (10X genomics), Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v2.2) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL19057,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4760995,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4760nnn/GSM4760995/suppl/GSM4760995_B2MKO1_raw_feature_bc_matrix.h5,,"GSE148977, GSE148981",0,SRX9053296,B2m-/-,,Thymus,mm10,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960632,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053296
chopp55_mhcii_deficient_replicate1,,,,,,,Chopp55: MHCII_deficient_replicate1,GSM4760996,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"Single Cell 3 Reagent Kits v2 per the manufacturer instructions (10X genomics), Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v2.2) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL19057,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4760996,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4760nnn/GSM4760996/suppl/GSM4760996_MHCIIKO1_raw_feature_bc_matrix.h5,,"GSE148977, GSE148981",0,SRX9053297,IAB-/-,,Thymus,mm10,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960630,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053297
chopp56_b2m_deficient_replicate2,,,,,,,Chopp56: B2m_deficient_replicate2,GSM4760997,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"Single Cell 3 Reagent Kits v2 per the manufacturer instructions (10X genomics), Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v2.2) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL19057,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4760997,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4760nnn/GSM4760997/suppl/GSM4760997_B2MKO2_raw_feature_bc_matrix.h5,,"GSE148977, GSE148981",0,SRX9053298,B2m-/-,,Thymus,mm10,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960627,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053298
chopp57_mhcii_deficient_replicate3,,,,,,,Chopp57: MHCII_deficient_replicate3,GSM4760998,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"Single Cell 3 Reagent Kits v2 per the manufacturer instructions (10X genomics), Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v2.2) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL19057,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4760998,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4760nnn/GSM4760998/suppl/GSM4760998_MHCIIKO2_raw_feature_bc_matrix.h5,,"GSE148977, GSE148981",0,SRX9053299,IAB-/-,,Thymus,mm10,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960625,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053299
chopp58_donor1_mixture,,,,,,,Chopp58: Donor1_mixture,GSM4761092,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,total RNA,"Single Cell NextGem 5' chemistry from 10X genomics, Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4761092,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761092/suppl/GSM4761092_Donor1_raw_feature_bc_matrix.h5,,"GSE148978, GSE148981",0,SRX9053372,,,Thymus,hg38,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960693,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053372
chopp59_donor2_mixture,,,,,,,Chopp59: Donor2_mixture,GSM4761093,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,total RNA,"Single Cell NextGem 5' chemistry from 10X genomics, Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4761093,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761093/suppl/GSM4761093_Donor2_raw_feature_bc_matrix.h5,,"GSE148978, GSE148981",0,SRX9053373,,,Thymus,hg38,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960692,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053373
