sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,tissue,genotype,treatment,assembly,biosample,sra
snatac-seq_of_homo_sapiens_adult_brain_idg_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: Idg from donor 1,GSM7822190,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Idg,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822190,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822190/suppl/GSM7822190_QY_1467.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822190/suppl/GSM7822190_QY_1467.snap.gz,GSE244618,0,SRX21923588,Idg,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594504,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923588
snatac-seq_of_homo_sapiens_adult_brain_idg_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: Idg from donor 2,GSM7822191,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Idg,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822191,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822191/suppl/GSM7822191_QY_1469.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822191/suppl/GSM7822191_QY_1469.snap.gz,GSE244618,0,SRX21923589,Idg,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594505,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923589
snatac-seq_of_homo_sapiens_adult_brain_idg_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: Idg from donor 4,GSM7822192,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Idg,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822192,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822192/suppl/GSM7822192_MM_838.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822192/suppl/GSM7822192_MM_838.snap.gz,GSE244618,0,SRX21923590,Idg,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594506,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923590
snatac-seq_of_homo_sapiens_adult_brain_a38_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: A38 from donor 1,GSM7822193,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,A38,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822193,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822193/suppl/GSM7822193_LL_176.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822193/suppl/GSM7822193_LL_176.snap.gz,GSE244618,0,SRX21923592,A38,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594507,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923592
snatac-seq_of_homo_sapiens_adult_brain_a38_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: A38 from donor 2,GSM7822194,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,A38,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822194,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822194/suppl/GSM7822194_MM_833.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822194/suppl/GSM7822194_MM_833.snap.gz,GSE244618,0,SRX21923593,A38,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594508,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923593
snatac-seq_of_homo_sapiens_adult_brain_a38_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: A38 from donor 4,GSM7822195,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,A38,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822195,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822195/suppl/GSM7822195_MM_840.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822195/suppl/GSM7822195_MM_840.snap.gz,GSE244618,0,SRX21923594,A38,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594509,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923594
snatac-seq_of_homo_sapiens_adult_brain_a25_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: A25 from donor 1,GSM7822196,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,A25,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822196,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822196/suppl/GSM7822196_QY_1468.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822196/suppl/GSM7822196_QY_1468.snap.gz,GSE244618,0,SRX21923595,A25,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594510,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923595
snatac-seq_of_homo_sapiens_adult_brain_a25_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: A25 from donor 2,GSM7822197,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,A25,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822197,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822197/suppl/GSM7822197_QY_1470.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822197/suppl/GSM7822197_QY_1470.snap.gz,GSE244618,0,SRX21923596,A25,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594511,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923596
snatac-seq_of_homo_sapiens_adult_brain_a25_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: A25 from donor 4,GSM7822198,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,A25,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822198,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822198/suppl/GSM7822198_MM_837.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822198/suppl/GSM7822198_MM_837.snap.gz,GSE244618,0,SRX21923597,A25,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594512,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923597
snatac-seq_of_homo_sapiens_adult_brain_ic_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: IC from donor 1,GSM7822199,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,IC,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822199,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822199/suppl/GSM7822199_MM_899.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822199/suppl/GSM7822199_MM_899.snap.gz,GSE244618,0,SRX21923598,IC,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594513,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923598
snatac-seq_of_homo_sapiens_adult_brain_ic_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: IC from donor 2,GSM7822200,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,IC,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822200,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822200/suppl/GSM7822200_MM_900.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822200/suppl/GSM7822200_MM_900.snap.gz,GSE244618,0,SRX21923599,IC,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594514,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923599
snatac-seq_of_homo_sapiens_adult_brain_ic_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: IC from donor 4,GSM7822201,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,IC,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822201,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822201/suppl/GSM7822201_MM_923.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822201/suppl/GSM7822201_MM_923.snap.gz,GSE244618,0,SRX21923600,IC,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594515,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923600
snatac-seq_of_homo_sapiens_adult_brain_pul_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: Pul from donor 1,GSM7822202,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Pul,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822202,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822202/suppl/GSM7822202_MM_974.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822202/suppl/GSM7822202_MM_974.snap.gz,GSE244618,0,SRX21923601,Pul,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594516,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923601
snatac-seq_of_homo_sapiens_adult_brain_pul_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: Pul from donor 2,GSM7822203,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Pul,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822203,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822203/suppl/GSM7822203_MM_849.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822203/suppl/GSM7822203_MM_849.snap.gz,GSE244618,0,SRX21923635,Pul,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594517,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923635
snatac-seq_of_homo_sapiens_adult_brain_pul_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: Pul from donor 4,GSM7822204,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Pul,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822204,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822204/suppl/GSM7822204_MM_936.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822204/suppl/GSM7822204_MM_936.snap.gz,GSE244618,0,SRX21923636,Pul,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594518,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923636
snatac-seq_of_homo_sapiens_adult_brain_md_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: MD from donor 1,GSM7822205,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,MD,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822205,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822205/suppl/GSM7822205_MM_917.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822205/suppl/GSM7822205_MM_917.snap.gz,GSE244618,0,SRX21923637,MD,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594519,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923637
snatac-seq_of_homo_sapiens_adult_brain_md_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: MD from donor 2,GSM7822206,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,MD,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822206,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822206/suppl/GSM7822206_MM_918.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822206/suppl/GSM7822206_MM_918.snap.gz,GSE244618,0,SRX21923638,MD,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594520,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923638
snatac-seq_of_homo_sapiens_adult_brain_md_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: MD from donor 4,GSM7822207,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,MD,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822207,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822207/suppl/GSM7822207_MM_937.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822207/suppl/GSM7822207_MM_937.snap.gz,GSE244618,0,SRX21923639,MD,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594521,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923639
snatac-seq_of_homo_sapiens_adult_brain_cbv_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: CBV from donor 1,GSM7822208,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,CBV,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822208,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822208/suppl/GSM7822208_MM_929.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822208/suppl/GSM7822208_MM_929.snap.gz,GSE244618,0,SRX21923640,CBV,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594522,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923640
snatac-seq_of_homo_sapiens_adult_brain_cbv_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: CBV from donor 2,GSM7822209,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,CBV,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822209,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822209/suppl/GSM7822209_MM_930.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822209/suppl/GSM7822209_MM_930.snap.gz,GSE244618,0,SRX21923641,CBV,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594523,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923641
snatac-seq_of_homo_sapiens_adult_brain_cbv_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: CBV from donor 4,GSM7822210,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,CBV,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822210,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822210/suppl/GSM7822210_MM_976.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822210/suppl/GSM7822210_MM_976.snap.gz,GSE244618,0,SRX21923642,CBV,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594524,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923642
snatac-seq_of_homo_sapiens_adult_brain_cbl_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: CBL from donor 1,GSM7822211,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,CBL,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822211,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822211/suppl/GSM7822211_MM_927.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822211/suppl/GSM7822211_MM_927.snap.gz,GSE244618,0,SRX21923643,CBL,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594525,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923643
snatac-seq_of_homo_sapiens_adult_brain_cbl_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: CBL from donor 2,GSM7822212,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,CBL,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822212,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822212/suppl/GSM7822212_MM_928.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822212/suppl/GSM7822212_MM_928.snap.gz,GSE244618,0,SRX21923644,CBL,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594526,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923644
snatac-seq_of_homo_sapiens_adult_brain_cbl_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: CBL from donor 4,GSM7822213,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,CBL,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822213,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822213/suppl/GSM7822213_MM_933.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822213/suppl/GSM7822213_MM_933.snap.gz,GSE244618,0,SRX21923646,CBL,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594527,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923646
snatac-seq_of_homo_sapiens_adult_brain_pn_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: PN from donor 1,GSM7822214,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,PN,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822214,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822214/suppl/GSM7822214_MM_919.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822214/suppl/GSM7822214_MM_919.snap.gz,GSE244618,0,SRX21923647,PN,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594528,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923647
snatac-seq_of_homo_sapiens_adult_brain_pn_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: PN from donor 2,GSM7822215,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,PN,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822215,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822215/suppl/GSM7822215_MM_920.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822215/suppl/GSM7822215_MM_920.snap.gz,GSE244618,0,SRX21923648,PN,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594529,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923648
snatac-seq_of_homo_sapiens_adult_brain_pn_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: PN from donor 4,GSM7822216,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,PN,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822216,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822216/suppl/GSM7822216_MM_935.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822216/suppl/GSM7822216_MM_935.snap.gz,GSE244618,0,SRX21923649,PN,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594530,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923649
snatac-seq_of_homo_sapiens_adult_brain_cla_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: Cla from donor 1,GSM7822217,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Cla,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822217,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822217/suppl/GSM7822217_MM_811.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822217/suppl/GSM7822217_MM_811.snap.gz,GSE244618,0,SRX21923650,Cla,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594531,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923650
snatac-seq_of_homo_sapiens_adult_brain_cla_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: Cla from donor 2,GSM7822218,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Cla,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822218,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822218/suppl/GSM7822218_MM_812.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822218/suppl/GSM7822218_MM_812.snap.gz,GSE244618,0,SRX21923651,Cla,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594532,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923651
