sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,cell_type,genome_build,biosample,sra
singles-bm0828-gmp-151027-7,,,,,,,singles-BM0828-GMP-151027-7,GSM2541847,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541847,NONE,"GSE96769, GSE96772",0,SRX2651144,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614789,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651144
singles-bm0828-gmp-151027-8,,,,,,,singles-BM0828-GMP-151027-8,GSM2541848,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541848,NONE,"GSE96769, GSE96772",0,SRX2651145,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06615905,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651145
singles-bm0828-gmp-151027-9,,,,,,,singles-BM0828-GMP-151027-9,GSM2541849,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541849,NONE,"GSE96769, GSE96772",0,SRX2651146,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614794,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651146
singles-bm0828-gmp-151027-10,,,,,,,singles-BM0828-GMP-151027-10,GSM2541850,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541850,NONE,"GSE96769, GSE96772",0,SRX2651147,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614793,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651147
singles-bm0828-gmp-151027-11,,,,,,,singles-BM0828-GMP-151027-11,GSM2541851,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541851,NONE,"GSE96769, GSE96772",0,SRX2651148,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614788,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651148
singles-bm0828-gmp-151027-12,,,,,,,singles-BM0828-GMP-151027-12,GSM2541852,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541852,NONE,"GSE96769, GSE96772",0,SRX2651149,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614787,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651149
singles-bm0828-gmp-151027-13,,,,,,,singles-BM0828-GMP-151027-13,GSM2541853,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541853,NONE,"GSE96769, GSE96772",0,SRX2651150,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614786,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651150
singles-bm0828-gmp-151027-14,,,,,,,singles-BM0828-GMP-151027-14,GSM2541854,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541854,NONE,"GSE96769, GSE96772",0,SRX2651151,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614785,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651151
singles-bm0828-gmp-151027-15,,,,,,,singles-BM0828-GMP-151027-15,GSM2541855,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541855,NONE,"GSE96769, GSE96772",0,SRX2651152,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614784,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651152
singles-bm0828-gmp-151027-16,,,,,,,singles-BM0828-GMP-151027-16,GSM2541856,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541856,NONE,"GSE96769, GSE96772",0,SRX2651153,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614783,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651153
singles-bm0828-gmp-151027-17,,,,,,,singles-BM0828-GMP-151027-17,GSM2541857,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541857,NONE,"GSE96769, GSE96772",0,SRX2651154,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614782,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651154
singles-bm0828-gmp-151027-18,,,,,,,singles-BM0828-GMP-151027-18,GSM2541858,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541858,NONE,"GSE96769, GSE96772",0,SRX2651155,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614781,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651155
singles-bm0828-gmp-151027-19,,,,,,,singles-BM0828-GMP-151027-19,GSM2541859,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541859,NONE,"GSE96769, GSE96772",0,SRX2651156,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614780,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651156
singles-bm0828-gmp-151027-20,,,,,,,singles-BM0828-GMP-151027-20,GSM2541860,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541860,NONE,"GSE96769, GSE96772",0,SRX2651157,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614779,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651157
singles-bm0828-gmp-151027-21,,,,,,,singles-BM0828-GMP-151027-21,GSM2541861,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541861,NONE,"GSE96769, GSE96772",0,SRX2651158,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614778,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651158
singles-bm0828-gmp-151027-22,,,,,,,singles-BM0828-GMP-151027-22,GSM2541862,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541862,NONE,"GSE96769, GSE96772",0,SRX2651159,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614777,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651159
singles-bm0828-gmp-151027-23,,,,,,,singles-BM0828-GMP-151027-23,GSM2541863,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541863,NONE,"GSE96769, GSE96772",0,SRX2651160,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614776,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651160
singles-bm0828-gmp-151027-24,,,,,,,singles-BM0828-GMP-151027-24,GSM2541864,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541864,NONE,"GSE96769, GSE96772",0,SRX2651161,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614775,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651161
singles-bm0828-gmp-151027-25,,,,,,,singles-BM0828-GMP-151027-25,GSM2541865,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541865,NONE,"GSE96769, GSE96772",0,SRX2651162,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614774,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651162
singles-bm0828-gmp-151027-26,,,,,,,singles-BM0828-GMP-151027-26,GSM2541866,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541866,NONE,"GSE96769, GSE96772",0,SRX2651163,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614773,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651163
singles-bm0828-gmp-151027-27,,,,,,,singles-BM0828-GMP-151027-27,GSM2541867,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541867,NONE,"GSE96769, GSE96772",0,SRX2651164,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614772,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651164
singles-bm0828-gmp-151027-28,,,,,,,singles-BM0828-GMP-151027-28,GSM2541868,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541868,NONE,"GSE96769, GSE96772",0,SRX2651165,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614771,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651165
singles-bm0828-gmp-151027-29,,,,,,,singles-BM0828-GMP-151027-29,GSM2541869,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541869,NONE,"GSE96769, GSE96772",0,SRX2651166,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614770,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651166
singles-bm0828-gmp-151027-30,,,,,,,singles-BM0828-GMP-151027-30,GSM2541870,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541870,NONE,"GSE96769, GSE96772",0,SRX2651167,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614769,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651167
singles-bm0828-gmp-151027-31,,,,,,,singles-BM0828-GMP-151027-31,GSM2541871,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541871,NONE,"GSE96769, GSE96772",0,SRX2651168,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614768,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651168
singles-bm0828-gmp-151027-32,,,,,,,singles-BM0828-GMP-151027-32,GSM2541872,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541872,NONE,"GSE96769, GSE96772",0,SRX2651169,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614767,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651169
singles-bm0828-gmp-151027-33,,,,,,,singles-BM0828-GMP-151027-33,GSM2541873,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541873,NONE,"GSE96769, GSE96772",0,SRX2651170,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614766,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651170
singles-bm0828-gmp-151027-34,,,,,,,singles-BM0828-GMP-151027-34,GSM2541874,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541874,NONE,"GSE96769, GSE96772",0,SRX2651171,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614765,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651171
singles-bm0828-gmp-151027-35,,,,,,,singles-BM0828-GMP-151027-35,GSM2541875,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541875,NONE,"GSE96769, GSE96772",0,SRX2651172,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614764,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651172
singles-bm0828-gmp-151027-36,,,,,,,singles-BM0828-GMP-151027-36,GSM2541876,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541876,NONE,"GSE96769, GSE96772",0,SRX2651173,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614763,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651173
singles-bm0828-gmp-151027-37,,,,,,,singles-BM0828-GMP-151027-37,GSM2541877,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541877,NONE,"GSE96769, GSE96772",0,SRX2651174,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614762,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651174
singles-bm0828-gmp-151027-38,,,,,,,singles-BM0828-GMP-151027-38,GSM2541878,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541878,NONE,"GSE96769, GSE96772",0,SRX2651175,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614761,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651175
singles-bm0828-gmp-151027-39,,,,,,,singles-BM0828-GMP-151027-39,GSM2541879,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541879,NONE,"GSE96769, GSE96772",0,SRX2651176,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614760,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651176
singles-bm0828-gmp-151027-40,,,,,,,singles-BM0828-GMP-151027-40,GSM2541880,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541880,NONE,"GSE96769, GSE96772",0,SRX2651177,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614759,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651177
singles-bm0828-gmp-151027-41,,,,,,,singles-BM0828-GMP-151027-41,GSM2541881,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541881,NONE,"GSE96769, GSE96772",0,SRX2651178,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614758,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651178
singles-bm0828-gmp-151027-42,,,,,,,singles-BM0828-GMP-151027-42,GSM2541882,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541882,NONE,"GSE96769, GSE96772",0,SRX2651179,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614757,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651179
singles-bm0828-gmp-151027-43,,,,,,,singles-BM0828-GMP-151027-43,GSM2541883,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541883,NONE,"GSE96769, GSE96772",0,SRX2651180,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614756,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651180
singles-bm0828-gmp-151027-44,,,,,,,singles-BM0828-GMP-151027-44,GSM2541884,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541884,NONE,"GSE96769, GSE96772",0,SRX2651181,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614755,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651181
singles-bm0828-gmp-151027-45,,,,,,,singles-BM0828-GMP-151027-45,GSM2541885,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541885,NONE,"GSE96769, GSE96772",0,SRX2651182,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614754,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651182
singles-bm0828-gmp-151027-46,,,,,,,singles-BM0828-GMP-151027-46,GSM2541886,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541886,NONE,"GSE96769, GSE96772",0,SRX2651183,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614753,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651183
singles-bm0828-gmp-151027-47,,,,,,,singles-BM0828-GMP-151027-47,GSM2541887,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541887,NONE,"GSE96769, GSE96772",0,SRX2651184,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614752,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651184
singles-bm0828-gmp-151027-48,,,,,,,singles-BM0828-GMP-151027-48,GSM2541888,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2541888,NONE,"GSE96769, GSE96772",0,SRX2651185,CD34+ Bone Marrow,GMP,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06614751,https://www.ncbi.nlm.nih.gov/sra?term=SRX2651185
