sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_description,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,group,brain_region,tissue,age_of_death,sex,assembly,supplementary_files_format_and_content,biosample,sra
bb5_dlpfc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163233,SRX17174293,BB5_DLPFC_N_ATAC,GSM6502859,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"neuron_DLPFC-includes-blacklisted-regions_peaks.narrowPeak, neuron_DLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502859,NONE,"GSE211822, GSE211826",0,SRX17174293,neuron,DLPFC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445100,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174293
bb6_amy_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163234,SRX17174294,BB6_AMY_G_ATAC,GSM6502860,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Amygdaloid Complex,Homo sapiens,9606,genomic DNA,"glia_AMY-includes-blacklisted-regions_peaks.narrowPeak, glia_AMY.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502860,NONE,"GSE211822, GSE211826",0,SRX17174294,non-neuron,AMY,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445101,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174294
bb6_amy_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163235,SRX17174295,BB6_AMY_N_ATAC,GSM6502861,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Amygdaloid Complex,Homo sapiens,9606,genomic DNA,"neuron_AMY-includes-blacklisted-regions_peaks.narrowPeak, neuron_AMY.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502861,NONE,"GSE211822, GSE211826",0,SRX17174295,neuron,AMY,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445102,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174295
bb3_pstc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163236,SRX17174296,BB3_PSTC_G_ATAC,GSM6502862,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posterior Superior Temporal Cortex,Homo sapiens,9606,genomic DNA,"glia_PSTC-includes-blacklisted-regions_peaks.narrowPeak, glia_PSTC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502862,NONE,"GSE211822, GSE211826",0,SRX17174296,non-neuron,PSTC,Forebrain,20,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445103,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174296
bb4_pstc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163237,SRX17174297,BB4_PSTC_G_ATAC,GSM6502863,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posterior Superior Temporal Cortex,Homo sapiens,9606,genomic DNA,"glia_PSTC-includes-blacklisted-regions_peaks.narrowPeak, glia_PSTC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502863,NONE,"GSE211822, GSE211826",0,SRX17174297,non-neuron,PSTC,Forebrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445104,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174297
bb4_pstc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163238,SRX17174298,BB4_PSTC_N_ATAC,GSM6502864,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posterior Superior Temporal Cortex,Homo sapiens,9606,genomic DNA,"neuron_PSTC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PSTC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502864,NONE,"GSE211822, GSE211826",0,SRX17174298,neuron,PSTC,Forebrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445105,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174298
bb5_gp_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163239,SRX17174299,BB5_GP_G_ATAC,GSM6502865,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Globus Pallidus,Homo sapiens,9606,genomic DNA,"glia_GP-includes-blacklisted-regions_peaks.narrowPeak, glia_GP.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502865,NONE,"GSE211822, GSE211826",0,SRX17174299,non-neuron,GP,BasalGanglia,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445106,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174299
bb4_nac_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163240,SRX17174438,BB4_NAC_G_ATAC,GSM6502866,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Nucleus Accumbens,Homo sapiens,9606,genomic DNA,"glia_NAC-includes-blacklisted-regions_peaks.narrowPeak, glia_NAC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502866,NONE,"GSE211822, GSE211826",0,SRX17174438,non-neuron,NAC,BasalGanglia,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445107,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174438
bb4_nac_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163241,SRX17174439,BB4_NAC_N_ATAC,GSM6502867,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Nucleus Accumbens,Homo sapiens,9606,genomic DNA,"neuron_NAC-includes-blacklisted-regions_peaks.narrowPeak, neuron_NAC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502867,NONE,"GSE211822, GSE211826",0,SRX17174439,neuron,NAC,BasalGanglia,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445108,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174439
bb6_nac_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163242,SRX17174440,BB6_NAC_N_ATAC,GSM6502868,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Nucleus Accumbens,Homo sapiens,9606,genomic DNA,"neuron_NAC-includes-blacklisted-regions_peaks.narrowPeak, neuron_NAC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502868,NONE,"GSE211822, GSE211826",0,SRX17174440,neuron,NAC,BasalGanglia,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445109,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174440
bb6_pstc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163243,SRX17174441,BB6_PSTC_G_ATAC,GSM6502869,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posterior Superior Temporal Cortex,Homo sapiens,9606,genomic DNA,"glia_PSTC-includes-blacklisted-regions_peaks.narrowPeak, glia_PSTC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502869,NONE,"GSE211822, GSE211826",0,SRX17174441,non-neuron,PSTC,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445110,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174441
bb6_pstc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163244,SRX17174442,BB6_PSTC_N_ATAC,GSM6502870,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posterior Superior Temporal Cortex,Homo sapiens,9606,genomic DNA,"neuron_PSTC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PSTC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502870,NONE,"GSE211822, GSE211826",0,SRX17174442,neuron,PSTC,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445111,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174442
bb5_hab_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163245,SRX17174443,BB5_HAB_G_ATAC,GSM6502871,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Habenula,Homo sapiens,9606,genomic DNA,"glia_HAB-includes-blacklisted-regions_peaks.narrowPeak, glia_HAB.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502871,NONE,"GSE211822, GSE211826",0,SRX17174443,non-neuron,HAB,Midbrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445112,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174443
bb5_pstc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163246,SRX17174444,BB5_PSTC_G_ATAC,GSM6502872,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posterior Superior Temporal Cortex,Homo sapiens,9606,genomic DNA,"glia_PSTC-includes-blacklisted-regions_peaks.narrowPeak, glia_PSTC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502872,NONE,"GSE211822, GSE211826",0,SRX17174444,non-neuron,PSTC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445113,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174444
bb5_pstc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163247,SRX17174445,BB5_PSTC_N_ATAC,GSM6502873,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Posterior Superior Temporal Cortex,Homo sapiens,9606,genomic DNA,"neuron_PSTC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PSTC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502873,NONE,"GSE211822, GSE211826",0,SRX17174445,neuron,PSTC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445114,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174445
bb4_drn_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163248,SRX17174446,BB4_DRN_G_ATAC,GSM6502874,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsal Raphe Nucleus,Homo sapiens,9606,genomic DNA,"glia_DRN-includes-blacklisted-regions_peaks.narrowPeak, glia_DRN.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502874,NONE,"GSE211822, GSE211826",0,SRX17174446,non-neuron,DRN,Midbrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445115,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174446
bb4_cn_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163249,SRX17174447,BB4_CN_G_ATAC,GSM6502875,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Caudate Nucleus,Homo sapiens,9606,genomic DNA,"glia_CN-includes-blacklisted-regions_peaks.narrowPeak, glia_CN.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502875,NONE,"GSE211822, GSE211826",0,SRX17174447,non-neuron,CN,BasalGanglia,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445116,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174447
bb4_cn_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163250,SRX17174448,BB4_CN_N_ATAC,GSM6502876,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Caudate Nucleus,Homo sapiens,9606,genomic DNA,"neuron_CN-includes-blacklisted-regions_peaks.narrowPeak, neuron_CN.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502876,NONE,"GSE211822, GSE211826",0,SRX17174448,neuron,CN,BasalGanglia,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445117,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174448
bb5_hipp_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163251,SRX17174449,BB5_HIPP_N_ATAC,GSM6502877,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Hippocampus,Homo sapiens,9606,genomic DNA,"neuron_HIPP-includes-blacklisted-regions_peaks.narrowPeak, neuron_HIPP.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502877,NONE,"GSE211822, GSE211826",0,SRX17174449,neuron,HIPP,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445118,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174449
bb6_drn_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163252,SRX17174450,BB6_DRN_G_ATAC,GSM6502878,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsal Raphe Nucleus,Homo sapiens,9606,genomic DNA,"glia_DRN-includes-blacklisted-regions_peaks.narrowPeak, glia_DRN.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502878,NONE,"GSE211822, GSE211826",0,SRX17174450,non-neuron,DRN,Midbrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445119,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174450
bb6_drn_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163253,SRX17174451,BB6_DRN_N_ATAC,GSM6502879,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsal Raphe Nucleus,Homo sapiens,9606,genomic DNA,"neuron_DRN-includes-blacklisted-regions_peaks.narrowPeak, neuron_DRN.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502879,NONE,"GSE211822, GSE211826",0,SRX17174451,neuron,DRN,Midbrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445120,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174451
bb4_dlpfc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163254,SRX17174452,BB4_DLPFC_G_ATAC,GSM6502880,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"glia_DLPFC-includes-blacklisted-regions_peaks.narrowPeak, glia_DLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502880,NONE,"GSE211822, GSE211826",0,SRX17174452,non-neuron,DLPFC,Forebrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445121,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174452
bb4_dlpfc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163255,SRX17174453,BB4_DLPFC_N_ATAC,GSM6502881,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"neuron_DLPFC-includes-blacklisted-regions_peaks.narrowPeak, neuron_DLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502881,NONE,"GSE211822, GSE211826",0,SRX17174453,neuron,DLPFC,Forebrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445122,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174453
bb6_cn_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163256,SRX17174454,BB6_CN_G_ATAC,GSM6502882,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Caudate Nucleus,Homo sapiens,9606,genomic DNA,"glia_CN-includes-blacklisted-regions_peaks.narrowPeak, glia_CN.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502882,NONE,"GSE211822, GSE211826",0,SRX17174454,non-neuron,CN,BasalGanglia,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445123,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174454
bb6_cn_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163257,SRX17174455,BB6_CN_N_ATAC,GSM6502883,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Caudate Nucleus,Homo sapiens,9606,genomic DNA,"neuron_CN-includes-blacklisted-regions_peaks.narrowPeak, neuron_CN.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502883,NONE,"GSE211822, GSE211826",0,SRX17174455,neuron,CN,BasalGanglia,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445124,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174455
bb4_gp_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163258,SRX17174456,BB4_GP_G_ATAC,GSM6502884,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Globus Pallidus,Homo sapiens,9606,genomic DNA,"glia_GP-includes-blacklisted-regions_peaks.narrowPeak, glia_GP.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502884,NONE,"GSE211822, GSE211826",0,SRX17174456,non-neuron,GP,BasalGanglia,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445125,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174456
bb4_hab_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163259,SRX17174457,BB4_HAB_G_ATAC,GSM6502885,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Habenula,Homo sapiens,9606,genomic DNA,"glia_HAB-includes-blacklisted-regions_peaks.narrowPeak, glia_HAB.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502885,NONE,"GSE211822, GSE211826",0,SRX17174457,non-neuron,HAB,Midbrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445126,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174457
bb6_gp_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163260,SRX17174458,BB6_GP_G_ATAC,GSM6502886,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Globus Pallidus,Homo sapiens,9606,genomic DNA,"glia_GP-includes-blacklisted-regions_peaks.narrowPeak, glia_GP.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502886,NONE,"GSE211822, GSE211826",0,SRX17174458,non-neuron,GP,BasalGanglia,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445127,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174458
bb4_hipp_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163261,SRX17174459,BB4_HIPP_G_ATAC,GSM6502887,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Hippocampus,Homo sapiens,9606,genomic DNA,"glia_HIPP-includes-blacklisted-regions_peaks.narrowPeak, glia_HIPP.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502887,NONE,"GSE211822, GSE211826",0,SRX17174459,non-neuron,HIPP,Forebrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445128,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174459
bb5_acc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163262,SRX17174460,BB5_ACC_N_ATAC,GSM6502888,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Anterior Cingulate Cortex,Homo sapiens,9606,genomic DNA,"neuron_ACC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ACC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502888,NONE,"GSE211822, GSE211826",0,SRX17174460,neuron,ACC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445129,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174460
bb6_hab_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163263,SRX17174461,BB6_HAB_G_ATAC,GSM6502889,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Habenula,Homo sapiens,9606,genomic DNA,"glia_HAB-includes-blacklisted-regions_peaks.narrowPeak, glia_HAB.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502889,NONE,"GSE211822, GSE211826",0,SRX17174461,non-neuron,HAB,Midbrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445130,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174461
bb6_hab_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163264,SRX17174372,BB6_HAB_N_ATAC,GSM6502890,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Habenula,Homo sapiens,9606,genomic DNA,"neuron_HAB-includes-blacklisted-regions_peaks.narrowPeak, neuron_HAB.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502890,NONE,"GSE211822, GSE211826",0,SRX17174372,neuron,HAB,Midbrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445131,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174372
bb4_itc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163265,SRX17174373,BB4_ITC_G_ATAC,GSM6502891,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Inferior Temporal Cortex,Homo sapiens,9606,genomic DNA,"glia_ITC-includes-blacklisted-regions_peaks.narrowPeak, glia_ITC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502891,NONE,"GSE211822, GSE211826",0,SRX17174373,non-neuron,ITC,Forebrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445132,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174373
