sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,chip_antibody,genotype,genome_build,supplementary_files_format_and_content,biosample,sra
pdsn08_hic_in_situ_hi-c,other,Homo sapiens,PAIRED,SRA,SRR21064195,SRX17079358,"PDSN08.HiC, in situ Hi-C",GSM6459687,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"Hi-C libraries were prepared manually by performing DNA end repair, removal of un-ligated ends, adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adapters (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549). The number of cycles for PCR amplification was determined based on KAPA library quantification kit (KAPA, KK4854).","The sequencing output from Hi-C libraries were mapped to the reference genome (hg19) using BWA-mem (‘–M’ option)., In-house scripts were used to remove low quality reads (MAPQ < 10), the reads that span ligation sites, chimeric reads, and self-interacting reads (two fragments located within 5kb)., The chimeric reads were removed since they are by-products of proximity ligation during Hi-C experiments, and cannot be properly processed by paired-end BWA-mem command., The read-pairs were merged tog ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,other,genomic,Hi-C,GSM6459687,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459687/suppl/GSM6459687_PDSN08.5kb.count.txt.gz,GSE148434,0,SRX17079358,Substantia nigra,N/A,PDSN08,hg19,tab-delimited text files with raw Hi-C interaction frequencies between two 5kb bins within 1mb window,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319283,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079358
pdsn09_hic_in_situ_hi-c,other,Homo sapiens,PAIRED,SRA,SRR21064196,SRX17079359,"PDSN09.HiC, in situ Hi-C",GSM6459688,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"Hi-C libraries were prepared manually by performing DNA end repair, removal of un-ligated ends, adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adapters (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549). The number of cycles for PCR amplification was determined based on KAPA library quantification kit (KAPA, KK4854).","The sequencing output from Hi-C libraries were mapped to the reference genome (hg19) using BWA-mem (‘–M’ option)., In-house scripts were used to remove low quality reads (MAPQ < 10), the reads that span ligation sites, chimeric reads, and self-interacting reads (two fragments located within 5kb)., The chimeric reads were removed since they are by-products of proximity ligation during Hi-C experiments, and cannot be properly processed by paired-end BWA-mem command., The read-pairs were merged tog ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,other,genomic,Hi-C,GSM6459688,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459688/suppl/GSM6459688_PDSN09.5kb.count.txt.gz,GSE148434,0,SRX17079359,Substantia nigra,N/A,PDSN09,hg19,tab-delimited text files with raw Hi-C interaction frequencies between two 5kb bins within 1mb window,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319285,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079359
nosn01_snrna-seq,cDNA,Homo sapiens,PAIRED,SRA,SRR21064197,SRX17079360,"NOSN01, snRNA-seq",GSM6459689,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,nuclear RNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, and assigned to the corresponding donor by matching the genetic variants obtained from bulk RNA-seq data. The genetic variants from bulk RNA-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using cellranger count (10x Genomics, v3.0.2), alignin ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,cDNA,transcriptomic single cell,RNA-Seq,GSM6459689,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459689/suppl/GSM6459689_NOSN01_snRNA.molecule_info.h5,GSE148434,0,SRX17079360,Substantia nigra,N/A,NOSN01,hg19,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319287,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079360
nosn02_snrna-seq,cDNA,Homo sapiens,PAIRED,SRA,SRR21064198,SRX17079361,"NOSN02, snRNA-seq",GSM6459690,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,nuclear RNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, and assigned to the corresponding donor by matching the genetic variants obtained from bulk RNA-seq data. The genetic variants from bulk RNA-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using cellranger count (10x Genomics, v3.0.2), alignin ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,cDNA,transcriptomic single cell,RNA-Seq,GSM6459690,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459690/suppl/GSM6459690_NOSN02_snRNA.molecule_info.h5,GSE148434,0,SRX17079361,Substantia nigra,N/A,NOSN02,hg19,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319288,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079361
nosn03_snrna-seq,cDNA,Homo sapiens,PAIRED,SRA,multi,SRX17079362,"NOSN03, snRNA-seq",GSM6459691,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,nuclear RNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, and assigned to the corresponding donor by matching the genetic variants obtained from bulk RNA-seq data. The genetic variants from bulk RNA-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using cellranger count (10x Genomics, v3.0.2), alignin ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,cDNA,transcriptomic single cell,RNA-Seq,GSM6459691,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459691/suppl/GSM6459691_NOSN03_snRNA.molecule_info.h5,GSE148434,0,SRX17079362,Substantia nigra,N/A,NOSN03,hg19,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319290,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079362
nosn04_snrna-seq,cDNA,Homo sapiens,PAIRED,SRA,SRR21064204,SRX17079363,"NOSN04, snRNA-seq",GSM6459692,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,nuclear RNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, and assigned to the corresponding donor by matching the genetic variants obtained from bulk RNA-seq data. The genetic variants from bulk RNA-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using cellranger count (10x Genomics, v3.0.2), alignin ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,cDNA,transcriptomic single cell,RNA-Seq,GSM6459692,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459692/suppl/GSM6459692_NOSN04_snRNA.molecule_info.h5,GSE148434,0,SRX17079363,Substantia nigra,N/A,NOSN04,hg19,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319292,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079363
nosn05_snrna-seq,cDNA,Homo sapiens,PAIRED,SRA,multi,SRX17079364,"NOSN05, snRNA-seq",GSM6459693,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,nuclear RNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, and assigned to the corresponding donor by matching the genetic variants obtained from bulk RNA-seq data. The genetic variants from bulk RNA-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using cellranger count (10x Genomics, v3.0.2), alignin ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,cDNA,transcriptomic single cell,RNA-Seq,GSM6459693,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459693/suppl/GSM6459693_NOSN05_snRNA.molecule_info.h5,GSE148434,0,SRX17079364,Substantia nigra,N/A,NOSN05,hg19,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319293,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079364
nosn06_snrna-seq,cDNA,Homo sapiens,PAIRED,SRA,multi,SRX17079365,"NOSN06, snRNA-seq",GSM6459694,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,nuclear RNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, and assigned to the corresponding donor by matching the genetic variants obtained from bulk RNA-seq data. The genetic variants from bulk RNA-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using cellranger count (10x Genomics, v3.0.2), alignin ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,cDNA,transcriptomic single cell,RNA-Seq,GSM6459694,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459694/suppl/GSM6459694_NOSN06_snRNA.molecule_info.h5,GSE148434,0,SRX17079365,Substantia nigra,N/A,NOSN06,hg19,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319294,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079365
pdsn01_snrna-seq,cDNA,Homo sapiens,PAIRED,SRA,multi,SRX17079366,"PDSN01, snRNA-seq",GSM6459695,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,nuclear RNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, and assigned to the corresponding donor by matching the genetic variants obtained from bulk RNA-seq data. The genetic variants from bulk RNA-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using cellranger count (10x Genomics, v3.0.2), alignin ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,cDNA,transcriptomic single cell,RNA-Seq,GSM6459695,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459695/suppl/GSM6459695_PDSN01_snRNA.molecule_info.h5,GSE148434,0,SRX17079366,Substantia nigra,N/A,PDSN01,hg19,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319295,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079366
pdsn02_snrna-seq,cDNA,Homo sapiens,PAIRED,SRA,multi,SRX17079367,"PDSN02, snRNA-seq",GSM6459696,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,nuclear RNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, and assigned to the corresponding donor by matching the genetic variants obtained from bulk RNA-seq data. The genetic variants from bulk RNA-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using cellranger count (10x Genomics, v3.0.2), alignin ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,cDNA,transcriptomic single cell,RNA-Seq,GSM6459696,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459696/suppl/GSM6459696_PDSN02_snRNA.molecule_info.h5,GSE148434,0,SRX17079367,Substantia nigra,N/A,PDSN02,hg19,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319296,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079367
pdsn04_snrna-seq,cDNA,Homo sapiens,PAIRED,SRA,SRR21064213,SRX17079307,"PDSN04, snRNA-seq",GSM6459697,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,nuclear RNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, and assigned to the corresponding donor by matching the genetic variants obtained from bulk RNA-seq data. The genetic variants from bulk RNA-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using cellranger count (10x Genomics, v3.0.2), alignin ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,cDNA,transcriptomic single cell,RNA-Seq,GSM6459697,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459697/suppl/GSM6459697_PDSN04_snRNA.molecule_info.h5,GSE148434,0,SRX17079307,Substantia nigra,N/A,PDSN04,hg19,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319297,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079307
pdsn06_snrna-seq,cDNA,Homo sapiens,PAIRED,SRA,SRR21064214,SRX17079368,"PDSN06, snRNA-seq",GSM6459698,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,nuclear RNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, and assigned to the corresponding donor by matching the genetic variants obtained from bulk RNA-seq data. The genetic variants from bulk RNA-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using cellranger count (10x Genomics, v3.0.2), alignin ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,cDNA,transcriptomic single cell,RNA-Seq,GSM6459698,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459698/suppl/GSM6459698_PDSN06_snRNA.molecule_info.h5,GSE148434,0,SRX17079368,Substantia nigra,N/A,PDSN06,hg19,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319298,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079368
pdsn07_snrna-seq,cDNA,Homo sapiens,PAIRED,SRA,SRR21064215,SRX17079369,"PDSN07, snRNA-seq",GSM6459699,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,nuclear RNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, and assigned to the corresponding donor by matching the genetic variants obtained from bulk RNA-seq data. The genetic variants from bulk RNA-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using cellranger count (10x Genomics, v3.0.2), alignin ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,cDNA,transcriptomic single cell,RNA-Seq,GSM6459699,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459699/suppl/GSM6459699_PDSN07_snRNA.molecule_info.h5,GSE148434,0,SRX17079369,Substantia nigra,N/A,PDSN07,hg19,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319299,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079369
pdsn09_snrna-seq,cDNA,Homo sapiens,PAIRED,SRA,multi,SRX17079370,"PDSN09, snRNA-seq",GSM6459700,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,nuclear RNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, and assigned to the corresponding donor by matching the genetic variants obtained from bulk RNA-seq data. The genetic variants from bulk RNA-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using cellranger count (10x Genomics, v3.0.2), alignin ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,cDNA,transcriptomic single cell,RNA-Seq,GSM6459700,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459700/suppl/GSM6459700_PDSN09_snRNA.molecule_info.h5,GSE148434,0,SRX17079370,Substantia nigra,N/A,PDSN09,hg19,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319300,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079370
nosn01_snatac-seq,other,Homo sapiens,PAIRED,SRA,multi,SRX17079371,"NOSN01, snATAC-seq",GSM6459701,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459701,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459701/suppl/GSM6459701_NOSN01_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079371,Substantia nigra,N/A,NOSN01,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319301,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079371
