sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,tissue,facs_markers,cell_type,genome_build,supplementary_files_format_and_content,biosample,sra
oci-ly7_oct2i_rep7,,,,,,,OCI-Ly7_OCT2i_rep7,GSM5570027,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","Sample_LY7_OCT2i_s2, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570027,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570027/suppl/GSM5570027_OCI-Ly7_OCT2i_rep7_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118503,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363940,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118503
oci-ly7_oct2i_rep8,,,,,,,OCI-Ly7_OCT2i_rep8,GSM5570028,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","Sample_LY7_OCT2i_s3, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570028,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570028/suppl/GSM5570028_OCI-Ly7_OCT2i_rep8_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118504,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363941,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118504
sudhl4_oct2i_rep1,,,,,,,SUDHL4_OCT2i_rep1,GSM5570029,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,SUDHL4,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","su4.oct2.2, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570029,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570029/suppl/GSM5570029_SUDHL4_OCT2i_rep1_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118505,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363942,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118505
sudhl4_oct2i_rep2,,,,,,,SUDHL4_OCT2i_rep2,GSM5570030,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,SUDHL4,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","su4.oct2.3, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570030,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570030/suppl/GSM5570030_SUDHL4_OCT2i_rep2_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118506,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363943,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118506
gcb_oct2,,,,,,,GCB_OCT2,GSM5570037,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,germinal center B-cells,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",OCT2 ChIP-seq,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570037,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570037/suppl/GSM5570037_GCB_OCT2_fc.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570037/suppl/GSM5570037_GCB_OCT2_peaks.narrowPeak.gz,"GSE183743, GSE183806",0,SRX12118507,tonsil,,germinal center B-cells,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364077,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118507
gcb_ocab,,,,,,,GCB_OCAB,GSM5570038,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,germinal center B-cells,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",OCAB ChIP-seq,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570038,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570038/suppl/GSM5570038_GCB_OCAB_fc.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570038/suppl/GSM5570038_GCB_OCAB_peaks.narrowPeak.gz,"GSE183743, GSE183806",0,SRX12118508,tonsil,,germinal center B-cells,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364078,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118508
nb_oct2,,,,,,,NB_OCT2,GSM5570039,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,naïve B-cells,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",OCT2 ChIP-seq,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570039,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570039/suppl/GSM5570039_NB_OCT2_fc.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570039/suppl/GSM5570039_NB_OCT2_peaks.narrowPeak.gz,"GSE183743, GSE183806",0,SRX12118509,tonsil,,naive B-cells,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364079,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118509
gcb_input,,,,,,,GCB_Input,GSM5570040,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,germinal center B-cells,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",Input,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570040,NONE,,"GSE183743, GSE183806",0,SRX12118510,tonsil,,germinal center B-cells,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364080,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118510
nb_input,,,,,,,NB_Input,GSM5570041,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,naïve B-cells,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",Input,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570041,NONE,,"GSE183743, GSE183806",0,SRX12118511,tonsil,,naive B-cells,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364081,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118511
oci-ly7_oct2,,,,,,,OCI-Ly7_OCT2,GSM5570042,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",OCT2 ChIP-seq,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570042,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570042/suppl/GSM5570042_LY7_OCT2_fc.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570042/suppl/GSM5570042_LY7_OCT2_peaks.narrowPeak.gz,"GSE183743, GSE183806",0,SRX12118512,,,,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364082,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118512
oci-ly7_ocab,,,,,,,OCI-Ly7_OCAB,GSM5570043,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",OCAB ChIP-seq,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570043,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570043/suppl/GSM5570043_LY7_OCAB_fc.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570043/suppl/GSM5570043_LY7_OCAB_peaks.narrowPeak.gz,"GSE183743, GSE183806",0,SRX12118513,,,,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364083,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118513
oci-ly7_input,,,,,,,OCI-Ly7_Input,GSM5570044,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",Input,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570044,NONE,,"GSE183743, GSE183806",0,SRX12118514,,,,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364084,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118514
oci-ly7_control_oct2_rep1,,,,,,,OCI-Ly7_control_OCT2_rep1,GSM5570045,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",OCT2 ChIP-seq,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570045,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570045/suppl/GSM5570045_control_OCT2_R1_fc.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570045/suppl/GSM5570045_control_OCT2_R1_peaks.narrowPeak.gz,"GSE183743, GSE183806",0,SRX12118515,,,,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364085,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118515
oci-ly7_control_oct2_rep2,,,,,,,OCI-Ly7_control_OCT2_rep2,GSM5570046,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",OCT2 ChIP-seq,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570046,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570046/suppl/GSM5570046_control_OCT2_R2_fc.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570046/suppl/GSM5570046_control_OCT2_R2_peaks.narrowPeak.gz,"GSE183743, GSE183806",0,SRX12118516,,,,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364086,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118516
oci-ly7_ocabi_oct2_rep1,,,,,,,OCI-Ly7_OCABi_OCT2_rep1,GSM5570047,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",OCT2 ChIP-seq,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570047,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570047/suppl/GSM5570047_OCABi_OCT2_R1_fc.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570047/suppl/GSM5570047_OCABi_OCT2_R1_peaks.narrowPeak.gz,"GSE183743, GSE183806",0,SRX12118517,,,,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364087,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118517
