sample_geo_accession	sample_series_id.x	sample_name	super_tissue	tissue	cell_type	sex	age	donor	technology	ba	brain_region_1	area	super_region	region
GSM4441823	GSE147672	scatac_control_hippocampus_1	Brain	Hippocampus					Single-cell ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441824	GSE147672	scatac_control_hippocampus_2	Brain	Hippocampus					Single-cell ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441825	GSE147672	scatac_control_middle_frontal_gyrus_1	Brain	Middle Frontal Gyrus					Single-cell ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441826	GSE147672	scatac_control_parietal_lobe_1	Brain	Parietal Lobe					Single-cell ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441827	GSE147672	scatac_control_substantia_nigra_1	Brain	Substantia Nigra					Single-cell ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441828	GSE147672	scatac_control_substantia_nigra_2	Brain	Substantia Nigra					Single-cell ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441829	GSE147672	scatac_control_superior_and_middle_temporal_gyri_1	Brain	Superior Temporal Gyri					Single-cell ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4523072	GSE150079, GSE150130	healthy_control_patient4788_atac-seq_	Brain			female	48		Bulk ATAC			Other	NA	NA
GSM4523073	GSE150079, GSE150130	healthy_control_patient1739_atac-seq_	Brain			female	48		Bulk ATAC			Other	NA	NA
GSM4523075	GSE150079, GSE150130	healthy_control_patient4715_atac-seq_	Brain			male	19		Bulk ATAC			Other	NA	NA
GSM4523076	GSE150079, GSE150130	healthy_control_patient2308_atac-seq_	Brain			female	24		Bulk ATAC			Other	NA	NA
GSM4523077	GSE150079, GSE150130	healthy_control_patient3011_atac-seq_	Brain			male	30		Bulk ATAC			Other	NA	NA
GSM4523794	GSE150117, GSE150130	healthy_control_patient5345_neun-neg_rnaseq_	Brain			female	48		Bulk RNA			Other	NA	NA
GSM4523795	GSE150117, GSE150130	healthy_control_patient4788_neun-neg_rnaseq_	Brain			female	48		Bulk RNA			Other	NA	NA
GSM4523796	GSE150117, GSE150130	healthy_control_patient1739_neun-neg_rnaseq_	Brain			female	48		Bulk RNA			Other	NA	NA
GSM4523798	GSE150117, GSE150130	healthy_control_patient4715_neun-neg_rnaseq_	Brain			male	19		Bulk RNA			Other	NA	NA
GSM4523799	GSE150117, GSE150130	healthy_control_patient2308_neun-neg_rnaseq_	Brain			female	24		Bulk RNA			Other	NA	NA
GSM4523800	GSE150117, GSE150130	healthy_control_patient3011_neun-neg_rnaseq_	Brain			male	30		Bulk RNA			Other	NA	NA
GSM4523803	GSE150118, GSE150130	healthy_control_patient5345_neun-pos_rnaseq_	Brain			female	48		Bulk RNA			Other	NA	NA
GSM4523804	GSE150118, GSE150130	healthy_control_patient4788_neun-pos_rnaseq_	Brain			female	48		Bulk RNA			Other	NA	NA
GSM4523805	GSE150118, GSE150130	healthy_control_patient1739_neun-pos_rnaseq_	Brain			female	48		Bulk RNA			Other	NA	NA
GSM4523807	GSE150118, GSE150130	healthy_control_patient4715_neun-pos_rnaseq_	Brain			male	19		Bulk RNA			Other	NA	NA
GSM4523808	GSE150118, GSE150130	healthy_control_patient2308_neun-pos_rnaseq_	Brain			female	24		Bulk RNA			Other	NA	NA
GSM4523809	GSE150118, GSE150130	healthy_control_patient3011_neun-pos_rnaseq_	Brain			male	30		Bulk RNA			Other	NA	NA
GSM4523846	GSE150121, GSE150130	healthy_control_neun-negative_rep1	Brain						Bulk RNA			Other	NA	NA
GSM4523847	GSE150121, GSE150130	healthy_control_neun-negative_rep2	Brain						Bulk RNA			Other	NA	NA
GSM4523848	GSE150121, GSE150130	healthy_control_neun-negative_rep3	Brain						Bulk RNA			Other	NA	NA
GSM4523849	GSE150121, GSE150130	healthy_control_neun-positive_rep1	Brain						Bulk RNA			Other	NA	NA
GSM4523850	GSE150121, GSE150130	healthy_control_neun-positive_rep2	Brain						Bulk RNA			Other	NA	NA
GSM4523851	GSE150121, GSE150130	healthy_control_neun-positive_rep3	Brain						Bulk RNA			Other	NA	NA
GSM4663519	GSE154066, GSE154068	1927_acc_ap	Brain	anterior cingulate cortex (ACC)	Neuron	male	49		Bulk ATAC	BA24,32,33	anterior cingulate cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM4663520	GSE154066, GSE154068	1927_acc_an	Brain	anterior cingulate cortex (ACC)	Non-Neuron	male	49		Bulk ATAC	BA24,32,33	anterior cingulate cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM4663521	GSE154066, GSE154068	1936_acc_ap	Brain	anterior cingulate cortex (ACC)	Neuron	male	52		Bulk ATAC	BA24,32,33	anterior cingulate cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM5024967	GSE165037	non_tumor_brain_snatac	Brain						Single-cell ATAC			Other	NA	NA
GSM5024973	GSE165037	non_tumor_brain_snrna	Brain						Single-cell RNA			Other	NA	NA
GSM5138524	GSE168408	1y_a_snrnaseq	Brain	prefrontal cortex, BA8			1		Single-cell RNA	BA8	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138525	GSE168408	1y_b_snrnaseq	Brain	prefrontal cortex, BA9			1		Single-cell RNA	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138526	GSE168408	1y_snatac	Brain	prefrontal cortex, BA9			1		Single-cell ATAC	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138527	GSE168408	2y_a_snrnaseq	Brain	prefrontal cortex, BA8			2		Single-cell RNA	BA8	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138528	GSE168408	2y_b_snrnaseq	Brain	prefrontal cortex, BA9			2		Single-cell RNA	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138529	GSE168408	2y_snatac	Brain	prefrontal cortex, BA9			2		Single-cell ATAC	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138530	GSE168408	3y_snrnaseq	Brain	prefrontal cortex, BA9			3		Single-cell RNA	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138531	GSE168408	4y_snrnaseq	Brain	prefrontal cortex, BA46			4		Single-cell RNA	BA46	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138532	GSE168408	4y_snatac	Brain	prefrontal cortex, BA46			4		Single-cell ATAC	BA46	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138533	GSE168408	6y_snrnaseq	Brain	prefrontal cortex, BA46			6		Single-cell RNA	BA46	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138534	GSE168408	6y_snatac	Brain	prefrontal cortex, BA46			6		Single-cell ATAC	BA46	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138535	GSE168408	8y_snrnaseq	Brain	prefrontal cortex, BA9			8		Single-cell RNA	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138536	GSE168408	8y_snatac	Brain	prefrontal cortex, BA9			8		Single-cell ATAC	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138537	GSE168408	10y_a_snrnaseq	Brain	prefrontal cortex, BA9			10		Single-cell RNA	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138538	GSE168408	10y_b_snrnaseq	Brain	prefrontal cortex, BA9			10		Single-cell RNA	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138539	GSE168408	10y_snatac	Brain	prefrontal cortex, BA9			10		Single-cell ATAC	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138540	GSE168408	12y_snrnaseq	Brain	prefrontal cortex, BA9			12		Single-cell RNA	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138541	GSE168408	14y_snrnaseq	Brain	prefrontal cortex, BA9			14		Single-cell RNA	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138542	GSE168408	14y_snatac	Brain	prefrontal cortex, BA9			14		Single-cell ATAC	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138543	GSE168408	16y_snrnaseq	Brain	prefrontal cortex, BA10			16		Single-cell RNA	BA10	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138544	GSE168408	16y_snatac	Brain	prefrontal cortex, BA10			16		Single-cell ATAC	BA10	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138545	GSE168408	17y_snrnaseq	Brain	prefrontal cortex, BA8			17		Single-cell RNA	BA8	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138546	GSE168408	20y_a_snrnaseq	Brain	prefrontal cortex, BA8			20		Single-cell RNA	BA8	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138547	GSE168408	20y_b_snrnaseq	Brain	prefrontal cortex, BA8			20		Single-cell RNA	BA8	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138548	GSE168408	20y_snatac	Brain	prefrontal cortex, BA8			20		Single-cell ATAC	BA8	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138549	GSE168408	25y_snrnaseq	Brain	prefrontal cortex, BA10			25		Single-cell RNA	BA10	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138550	GSE168408	25y_snatac	Brain	prefrontal cortex, BA10			25		Single-cell ATAC	BA10	prefrontal cortex	Prefrontal Cortex	NA	NA
GSM5138551	GSE168408	40y_snrnaseq	Brain	prefrontal cortex, BA9			40		Single-cell RNA	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5138552	GSE168408	40y_snatac	Brain	prefrontal cortex, BA9			40		Single-cell ATAC	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM5765174	GSE192772, GSE192774	human_ba23_h1	Brain			female	53		Single-cell ATAC			Other	NA	NA
GSM5765175	GSE192772, GSE192774	human_ba23_h2	Brain			male	32		Single-cell ATAC			Other	NA	NA
GSM5765176	GSE192772, GSE192774	human_ba23_h3	Brain			male	66		Single-cell ATAC			Other	NA	NA
GSM5765177	GSE192772, GSE192774	human_ba23_h4	Brain			female	45		Single-cell ATAC			Other	NA	NA
GSM5765186	GSE192773, GSE192774	rna_human_ba23_h1	Brain	Brodmann Area 23		female	53		Single-cell RNA	BA23	Brodmann Area 23	Limbic System	Posterior Cingulate Cortex	Ventral Posterior Cingulate Cortex
GSM5765187	GSE192773, GSE192774	rna_human_ba23_h2	Brain	Brodmann Area 23		male	32		Single-cell RNA	BA23	Brodmann Area 23	Limbic System	Posterior Cingulate Cortex	Ventral Posterior Cingulate Cortex
GSM5765188	GSE192773, GSE192774	rna_human_ba23_h3	Brain	Brodmann Area 23		male	66		Single-cell RNA	BA23	Brodmann Area 23	Limbic System	Posterior Cingulate Cortex	Ventral Posterior Cingulate Cortex
GSM5765189	GSE192773, GSE192774	rna_human_ba23_h4	Brain	Brodmann Area 23		female	45		Single-cell RNA	BA23	Brodmann Area 23	Limbic System	Posterior Cingulate Cortex	Ventral Posterior Cingulate Cortex
GSM6284659	GSE207334	atac-seq_hsb6195_2rt00374n_	Brain	dorsolateral prefrontal cortex					Single-cell ATAC	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6284660	GSE207334	atac-seq_hsb5871_rt00382n_	Brain	dorsolateral prefrontal cortex					Single-cell ATAC	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6284661	GSE207334	atac-seq_hsb8050_rt00383n_	Brain	dorsolateral prefrontal cortex					Single-cell ATAC	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6284662	GSE207334	atac-seq_hsb6154_rt00385n_	Brain	dorsolateral prefrontal cortex					Single-cell ATAC	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6284663	GSE207334	atac-seq_hsb8073_rt00390n_	Brain	dorsolateral prefrontal cortex					Single-cell ATAC	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6284664	GSE207334	rna-seq_hsb6195_2rt00374n_	Brain	dorsolateral prefrontal cortex					Single-cell RNA	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6284665	GSE207334	rna-seq_hsb5871_rt00382n_	Brain	dorsolateral prefrontal cortex					Single-cell RNA	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6284666	GSE207334	rna-seq_hsb8050_rt00383n_	Brain	dorsolateral prefrontal cortex					Single-cell RNA	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6284667	GSE207334	rna-seq_hsb6154_rt00385n_	Brain	dorsolateral prefrontal cortex					Single-cell RNA	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6284668	GSE207334	rna-seq_hsb8073_rt00390n_	Brain	dorsolateral prefrontal cortex					Single-cell RNA	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6459644	GSE148434	nosn01_rna_bulk_rna-seq	Brain	Substantia nigra					Bulk RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459645	GSE148434	nosn02_rna_bulk_rna-seq	Brain	Substantia nigra					Bulk RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459646	GSE148434	nosn03_rna_bulk_rna-seq	Brain	Substantia nigra					Bulk RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459647	GSE148434	nosn04_1_rna_bulk_rna-seq	Brain	Substantia nigra					Bulk RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459648	GSE148434	nosn04_2_rna_bulk_rna-seq	Brain	Substantia nigra					Bulk RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459649	GSE148434	nosn05_rna_bulk_rna-seq	Brain	Substantia nigra					Bulk RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459650	GSE148434	nosn06_1_rna_bulk_rna-seq	Brain	Substantia nigra					Bulk RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459651	GSE148434	nosn06_2_rna_bulk_rna-seq	Brain	Substantia nigra					Bulk RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459689	GSE148434	nosn01_snrna-seq	Brain	Substantia nigra					Single-cell RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459690	GSE148434	nosn02_snrna-seq	Brain	Substantia nigra					Single-cell RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459691	GSE148434	nosn03_snrna-seq	Brain	Substantia nigra					Single-cell RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459692	GSE148434	nosn04_snrna-seq	Brain	Substantia nigra					Single-cell RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459693	GSE148434	nosn05_snrna-seq	Brain	Substantia nigra					Single-cell RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459694	GSE148434	nosn06_snrna-seq	Brain	Substantia nigra					Single-cell RNA		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459701	GSE148434	nosn01_snatac-seq	Brain	Substantia nigra					Single-cell ATAC		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459702	GSE148434	nosn03_snatac-seq	Brain	Substantia nigra					Single-cell ATAC		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459703	GSE148434	nosn04_snatac-seq	Brain	Substantia nigra					Single-cell ATAC		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459704	GSE148434	nosn05_snatac-seq	Brain	Substantia nigra					Single-cell ATAC		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6459705	GSE148434	nosn06_snatac-seq	Brain	Substantia nigra					Single-cell ATAC		Substantia nigra	Basal Nucleus	NA	Subtantia Nigra
GSM6499429	GSE168408	1y_c_snrnaseq	Brain	prefrontal cortex, BA9, 46			1		Single-cell RNA	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6499430	GSE168408	1y_d_snrnaseq	Brain	prefrontal cortex, BA9			1		Single-cell RNA	BA9	prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6502794	GSE211822, GSE211826	bb5_pvc_g_atac	Brain	Primary Visual Cortex	Non-Neuron	male	34		Bulk ATAC	BA17	Primary Visual Cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM6502795	GSE211822, GSE211826	bb5_pvc_n_atac	Brain	Primary Visual Cortex	Neuron	male	34		Bulk ATAC	BA17	Primary Visual Cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM6502796	GSE211822, GSE211826	bb4_ec_g_atac	Brain	Parahippocampal Cortex/Entorhinal Cortex	Non-Neuron	female	30		Bulk ATAC	BA28,34	Parahippocampal Cortex/Entorhinal Cortex	Temporal Lobe	Medial Temporal Lobe	Parahippocampal Cortex/Entorhinal Cortex
GSM6502797	GSE211822, GSE211826	bb4_ec_n_atac	Brain	Parahippocampal Cortex/Entorhinal Cortex	Neuron	female	30		Bulk ATAC	BA28,34	Parahippocampal Cortex/Entorhinal Cortex	Temporal Lobe	Medial Temporal Lobe	Parahippocampal Cortex/Entorhinal Cortex
GSM6502798	GSE211822, GSE211826	bb6_mdt_g_atac	Brain	Mediodorsal Thalamus	Non-Neuron	female	39		Bulk ATAC		Mediodorsal Thalamus	Thalamus	Mediodorsal Thalamus	NA
GSM6502799	GSE211822, GSE211826	bb6_mdt_n_atac	Brain	Mediodorsal Thalamus	Neuron	female	39		Bulk ATAC		Mediodorsal Thalamus	Thalamus	Mediodorsal Thalamus	NA
GSM6502800	GSE211822, GSE211826	bb4_pac_g_atac	Brain	Primary Auditory Cortex	Non-Neuron	female	30		Bulk ATAC	BA41,42	Primary Auditory Cortex	Temporal Lobe	NA	Primary Auditory Cortex
GSM6502801	GSE211822, GSE211826	bb4_pac_n_atac	Brain	Primary Auditory Cortex	Neuron	female	30		Bulk ATAC	BA41,42	Primary Auditory Cortex	Temporal Lobe	NA	Primary Auditory Cortex
GSM6502802	GSE211822, GSE211826	bb6_ec_g_atac	Brain	Parahippocampal Cortex/Entorhinal Cortex	Non-Neuron	female	39		Bulk ATAC	BA28,34	Parahippocampal Cortex/Entorhinal Cortex	Temporal Lobe	Medial Temporal Lobe	Parahippocampal Cortex/Entorhinal Cortex
GSM6502803	GSE211822, GSE211826	bb6_ec_n_atac	Brain	Parahippocampal Cortex/Entorhinal Cortex	Neuron	female	39		Bulk ATAC	BA28,34	Parahippocampal Cortex/Entorhinal Cortex	Temporal Lobe	Medial Temporal Lobe	Parahippocampal Cortex/Entorhinal Cortex
GSM6502804	GSE211822, GSE211826	bb5_rmtg_g_atac	Brain	Rostromedial Tegmental Nucl	Non-Neuron	male	34		Bulk ATAC		Rostromedial Tegmental Nucl	NA	NA	NA
GSM6502805	GSE211822, GSE211826	bb5_rmtg_n_atac	Brain	Rostromedial Tegmental Nucl	Neuron	male	34		Bulk ATAC		Rostromedial Tegmental Nucl	NA	NA	NA
GSM6502806	GSE211822, GSE211826	bb4_pmc_g_atac	Brain	Primary Motor Cortex	Non-Neuron	female	30		Bulk ATAC	BA4	Primary Motor Cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM6502807	GSE211822, GSE211826	bb4_pmc_n_atac	Brain	Primary Motor Cortex	Neuron	female	30		Bulk ATAC	BA4	Primary Motor Cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM6502808	GSE211822, GSE211826	bb6_pac_g_atac	Brain	Primary Auditory Cortex	Non-Neuron	female	39		Bulk ATAC	BA41,42	Primary Auditory Cortex	Temporal Lobe	NA	Primary Auditory Cortex
GSM6502809	GSE211822, GSE211826	bb6_pac_n_atac	Brain	Primary Auditory Cortex	Neuron	female	39		Bulk ATAC	BA41,42	Primary Auditory Cortex	Temporal Lobe	NA	Primary Auditory Cortex
GSM6502810	GSE211822, GSE211826	bb5_vlpfc_g_atac	Brain	Ventrolateral Prefrontal Cortex	Non-Neuron	male	34		Bulk ATAC	BA45,47	Ventrolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Ventrolateral Prefrontal Cortex
GSM6502811	GSE211822, GSE211826	bb5_vlpfc_n_atac	Brain	Ventrolateral Prefrontal Cortex	Neuron	male	34		Bulk ATAC	BA45,47	Ventrolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Ventrolateral Prefrontal Cortex
GSM6502812	GSE211822, GSE211826	bb6_pmc_g_atac	Brain	Primary Motor Cortex	Non-Neuron	female	39		Bulk ATAC	BA4	Primary Motor Cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM6502813	GSE211822, GSE211826	bb6_pmc_n_atac	Brain	Primary Motor Cortex	Neuron	female	39		Bulk ATAC	BA4	Primary Motor Cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM6502814	GSE211822, GSE211826	bb5_vta_g_atac	Brain	Ventral Tegmental Area	Non-Neuron	male	34		Bulk ATAC		Ventral Tegmental Area	NA	NA	NA
GSM6502815	GSE211822, GSE211826	bb5_vta_n_atac	Brain	Ventral Tegmental Area	Neuron	male	34		Bulk ATAC		Ventral Tegmental Area	NA	NA	NA
GSM6502816	GSE211822, GSE211826	bb5_crblm_g_atac	Brain	Cerebellum	Non-Neuron	male	34		Bulk ATAC		Cerebellum	Cerebellum	NA	NA
GSM6502817	GSE211822, GSE211826	bb5_crblm_n_atac	Brain	Cerebellum	Neuron	male	34		Bulk ATAC		Cerebellum	Cerebellum	NA	NA
GSM6502818	GSE211822, GSE211826	bb4_pvc_g_atac	Brain	Primary Visual Cortex	Non-Neuron	female	30		Bulk ATAC	BA17	Primary Visual Cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM6502819	GSE211822, GSE211826	bb4_pvc_n_atac	Brain	Primary Visual Cortex	Neuron	female	30		Bulk ATAC	BA17	Primary Visual Cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM6502820	GSE211822, GSE211826	bb6_psc_g_atac	Brain	Primary Somatosensory Cortex	Non-Neuron	female	39		Bulk ATAC	BA3,2,1	Primary Somatosensory Cortex	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502821	GSE211822, GSE211826	bb3_vlpfc_g_atac	Brain	Ventrolateral Prefrontal Cortex	Non-Neuron	male	20		Bulk ATAC	BA45,47	Ventrolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Ventrolateral Prefrontal Cortex
GSM6502822	GSE211822, GSE211826	bb5_ofc_g_atac	Brain	Orbital Frontal Cortex	Non-Neuron	male	34		Bulk ATAC	BA10,11,47	Orbital Frontal Cortex	Prefrontal Cortex	Prefrontal Cortex	Orbitofrontal Cortex
GSM6502823	GSE211822, GSE211826	bb5_ofc_n_atac	Brain	Orbital Frontal Cortex	Neuron	male	34		Bulk ATAC	BA10,11,47	Orbital Frontal Cortex	Prefrontal Cortex	Prefrontal Cortex	Orbitofrontal Cortex
GSM6502824	GSE211822, GSE211826	bb6_pvc_g_atac	Brain	Primary Visual Cortex	Non-Neuron	female	39		Bulk ATAC	BA17	Primary Visual Cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM6502825	GSE211822, GSE211826	bb6_pvc_n_atac	Brain	Primary Visual Cortex	Neuron	female	39		Bulk ATAC	BA17	Primary Visual Cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM6502826	GSE211822, GSE211826	bb4_rmtg_g_atac	Brain	Rostromedial Tegmental Nucl	Non-Neuron	female	30		Bulk ATAC		Rostromedial Tegmental Nucl	NA	NA	NA
GSM6502827	GSE211822, GSE211826	bb5_pvpc_g_atac	Brain	Posteroventral (Inferior) Parietal Cortex	Non-Neuron	male	34		Bulk ATAC	BA3,2,1	Posteroventral	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502828	GSE211822, GSE211826	bb5_pvpc_n_atac	Brain	Posteroventral (Inferior) Parietal Cortex	Neuron	male	34		Bulk ATAC	BA3,2,1	Posteroventral	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502829	GSE211822, GSE211826	bb4_vlpfc_g_atac	Brain	Ventrolateral Prefrontal Cortex	Non-Neuron	female	30		Bulk ATAC	BA45,47	Ventrolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Ventrolateral Prefrontal Cortex
GSM6502830	GSE211822, GSE211826	bb4_vlpfc_n_atac	Brain	Ventrolateral Prefrontal Cortex	Neuron	female	30		Bulk ATAC	BA45,47	Ventrolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Ventrolateral Prefrontal Cortex
GSM6502831	GSE211822, GSE211826	bb6_rmtg_g_atac	Brain	Rostromedial Tegmental Nucl	Non-Neuron	female	39		Bulk ATAC		Rostromedial Tegmental Nucl	NA	NA	NA
GSM6502832	GSE211822, GSE211826	bb6_rmtg_n_atac	Brain	Rostromedial Tegmental Nucl	Neuron	female	39		Bulk ATAC		Rostromedial Tegmental Nucl	NA	NA	NA
GSM6502833	GSE211822, GSE211826	bb6_vlpfc_g_atac	Brain	Ventrolateral Prefrontal Cortex	Non-Neuron	female	39		Bulk ATAC	BA45,47	Ventrolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Ventrolateral Prefrontal Cortex
GSM6502834	GSE211822, GSE211826	bb6_vlpfc_n_atac	Brain	Ventrolateral Prefrontal Cortex	Neuron	female	39		Bulk ATAC	BA45,47	Ventrolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Ventrolateral Prefrontal Cortex
GSM6502835	GSE211822, GSE211826	bb3_crblm_g_atac	Brain	Cerebellum	Non-Neuron	male	20		Bulk ATAC		Cerebellum	Cerebellum	NA	NA
GSM6502836	GSE211822, GSE211826	bb3_crblm_n_atac	Brain	Cerebellum	Neuron	male	20		Bulk ATAC		Cerebellum	Cerebellum	NA	NA
GSM6502837	GSE211822, GSE211826	bb4_vta_n_atac	Brain	Ventral Tegmental Area	Neuron	female	30		Bulk ATAC		Ventral Tegmental Area	NA	NA	NA
