sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_characteristics_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_laboratory,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,sample_relation,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,gender,tissue,processed_data_file,genome_build,supplementary_files_format_and_content
j19_gi1_p006_scrna-seq_,,,,,,,J19_GI1_P006 [scRNA-seq],GSM5763415,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473170,NONE,GSE176367,0,GSM5763415,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
j18_gi1_p006_scrna-seq_,,,,,,,J18_GI1_P006 [scRNA-seq],GSM5763416,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473172,NONE,GSE176367,0,GSM5763416,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
j17_gi1_p006_scrna-seq_,,,,,,,J17_GI1_P006 [scRNA-seq],GSM5763417,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473174,NONE,GSE176367,0,GSM5763417,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
j16_gi1_p006_scrna-seq_,,,,,,,J16_GI1_P006 [scRNA-seq],GSM5763418,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473176,NONE,GSE176367,0,GSM5763418,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
j15_gi1_p006_scrna-seq_,,,,,,,J15_GI1_P006 [scRNA-seq],GSM5763419,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473178,NONE,GSE176367,0,GSM5763419,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
j13_gi1_p006_scrna-seq_,,,,,,,J13_GI1_P006 [scRNA-seq],GSM5763420,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473180,NONE,GSE176367,0,GSM5763420,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
k14_gi1_p006_scrna-seq_,,,,,,,K14_GI1_P006 [scRNA-seq],GSM5763421,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473207,NONE,GSE176367,0,GSM5763421,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
k15_gi1_p006_scrna-seq_,,,,,,,K15_GI1_P006 [scRNA-seq],GSM5763422,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473208,NONE,GSE176367,0,GSM5763422,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
k16_gi1_p006_scrna-seq_,,,,,,,K16_GI1_P006 [scRNA-seq],GSM5763423,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473209,NONE,GSE176367,0,GSM5763423,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
k17_gi1_p006_scrna-seq_,,,,,,,K17_GI1_P006 [scRNA-seq],GSM5763424,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473210,NONE,GSE176367,0,GSM5763424,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
k18_gi1_p006_scrna-seq_,,,,,,,K18_GI1_P006 [scRNA-seq],GSM5763425,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473211,NONE,GSE176367,0,GSM5763425,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
k19_gi1_p006_scrna-seq_,,,,,,,K19_GI1_P006 [scRNA-seq],GSM5763426,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473212,NONE,GSE176367,0,GSM5763426,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
k20_gi1_p006_scrna-seq_,,,,,,,K20_GI1_P006 [scRNA-seq],GSM5763427,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473213,NONE,GSE176367,0,GSM5763427,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
k21_gi1_p006_scrna-seq_,,,,,,,K21_GI1_P006 [scRNA-seq],GSM5763428,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473214,NONE,GSE176367,0,GSM5763428,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
k23_gi1_p006_scrna-seq_,,,,,,,K23_GI1_P006 [scRNA-seq],GSM5763429,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473215,NONE,GSE176367,0,GSM5763429,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
k24_gi1_p006_scrna-seq_,,,,,,,K24_GI1_P006 [scRNA-seq],GSM5763430,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473216,NONE,GSE176367,0,GSM5763430,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
l24_gi1_p006_scrna-seq_,,,,,,,L24_GI1_P006 [scRNA-seq],GSM5763431,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473217,NONE,GSE176367,0,GSM5763431,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
l22_gi1_p006_scrna-seq_,,,,,,,L22_GI1_P006 [scRNA-seq],GSM5763432,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 26,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24473218,NONE,GSE176367,0,GSM5763432,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
