sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_treatment_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,disorder,age,gender,genome_build,supplementary_files_format_and_content,biosample,sra
rad21tev+dox6h_24hwash_primary_neuron_culture_rep3,,,,,,,Rad21tev+DOX6h_24hwash_primary_neuron_culture Rep3,GSM4524001,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 100ng/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 6 horus, and samples collected 24 hours or 7 days later",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...","RNA-seq of doxycycline-treated Rad21-Tev primary neuron transduced with NLS-TEV, Rad21Dox1D7D_GeneCounts.csv, TEV_DOX24H_Rep3","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524001,NONE,"GSE150128, GSE150130",0,SRX8293822,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14855553,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293822
rad21tev+veh6h_24hwash_primary_neuron_culture_rep1,,,,,,,Rad21tev+VEH6h_24hwash_primary_neuron_culture Rep1,GSM4524002,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 100ng/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 6 horus, and samples collected 24 hours or 7 days later",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...","RNA-seq of vehicle-treated Rad21-Tev primary neuron transduced with NLS-TEV, Rad21Dox1D7D_GeneCounts.csv, TEV_VEH24H_Rep1","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524002,NONE,"GSE150128, GSE150130",0,SRX8293823,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14855552,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293823
rad21tev+_veh6h_24hwash_primary_neuron_culture_rep2,,,,,,,Rad21tev+ VEH6h_24hwash_primary_neuron_culture Rep2,GSM4524003,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 100ng/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 6 horus, and samples collected 24 hours or 7 days later",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...","RNA-seq of vehicle-treated Rad21-Tev primary neuron transduced with NLS-TEV, Rad21Dox1D7D_GeneCounts.csv, TEV_VEH24H_Rep2","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524003,NONE,"GSE150128, GSE150130",0,SRX8293824,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14855551,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293824
rad21tev+veh_6h_24hwash_primary_neuron_culture_rep3,,,,,,,Rad21tev+VEH_6h_24hwash_primary_neuron_culture Rep3,GSM4524004,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 100ng/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 6 horus, and samples collected 24 hours or 7 days later",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...","RNA-seq of vehicle-treated Rad21-Tev primary neuron transduced with NLS-TEV, Rad21Dox1D7D_GeneCounts.csv, TEV_VEH24H_Rep3","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524004,NONE,"GSE150128, GSE150130",0,SRX8293825,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14855550,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293825
rad21tev+dox6h_7dwash_primary_neuron_culture_rep1,,,,,,,Rad21tev+DOX6h_7Dwash_primary_neuron_culture Rep1,GSM4524005,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 100ng/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 6 horus, and samples collected 24 hours or 7 days later",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...","RNA-seq of doxycycline-treated Rad21-Tev primary neuron transduced with NLS-TEV, Rad21Dox1D7D_GeneCounts.csv, TEV_DOX7D_Rep1","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524005,NONE,"GSE150128, GSE150130",0,SRX8293826,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14855549,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293826
rad21tev+dox6h_7dwash_primary_neuron_culture_rep2,,,,,,,Rad21tev+DOX6h_7Dwash_primary_neuron_culture Rep2,GSM4524006,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 100ng/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 6 horus, and samples collected 24 hours or 7 days later",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...","RNA-seq of doxycycline-treated Rad21-Tev primary neuron transduced with NLS-TEV, Rad21Dox1D7D_GeneCounts.csv, TEV_DOX7D_Rep2","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524006,NONE,"GSE150128, GSE150130",0,SRX8293827,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14855548,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293827
rad21tev+dox6h_7dwash_primary_neuron_culture_rep3,,,,,,,Rad21tev+DOX6h_7Dwash_primary_neuron_culture Rep3,GSM4524007,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 100ng/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 6 horus, and samples collected 24 hours or 7 days later",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...","RNA-seq of doxycycline-treated Rad21-Tev primary neuron transduced with NLS-TEV, Rad21Dox1D7D_GeneCounts.csv, TEV_DOX7D_Rep3","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524007,NONE,"GSE150128, GSE150130",0,SRX8293828,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14855547,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293828
rad21tev+veh6h_7dwash_primary_neuron_culture_rep1,,,,,,,Rad21tev+VEH6h_7Dwash_primary_neuron_culture Rep1,GSM4524008,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 100ng/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 6 horus, and samples collected 24 hours or 7 days later",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...","RNA-seq of vehicle-treated Rad21-Tev primary neuron transduced with NLS-TEV, Rad21Dox1D7D_GeneCounts.csv, TEV_VEH7D_Rep1","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524008,NONE,"GSE150128, GSE150130",0,SRX8293829,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14855546,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293829
rad21tev+veh6h_7dwash_primary_neuron_culture_rep2,,,,,,,Rad21tev+VEH6h_7Dwash_primary_neuron_culture Rep2,GSM4524009,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 100ng/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 6 horus, and samples collected 24 hours or 7 days later",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...","RNA-seq of vehicle-treated Rad21-Tev primary neuron transduced with NLS-TEV, Rad21Dox1D7D_GeneCounts.csv, TEV_VEH7D_Rep2","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524009,NONE,"GSE150128, GSE150130",0,SRX8293830,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14855545,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293830
rad21tev+veh6h_7dwash_primary_neuron_culture_rep3,,,,,,,Rad21tev+VEH6h_7Dwash_primary_neuron_culture Rep3,GSM4524010,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 100ng/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 6 horus, and samples collected 24 hours or 7 days later",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...","RNA-seq of vehicle-treated Rad21-Tev primary neuron transduced with NLS-TEV, Rad21Dox1D7D_GeneCounts.csv, TEV_VEH7D_Rep3","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524010,NONE,"GSE150128, GSE150130",0,SRX8293831,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14855544,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293831
rad21tev+4oht_24h_primary_neuron_culture_rep1,,,,,,,Rad21tev+4OHT_24h_primary_neuron_culture Rep1,GSM4524011,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,On DIV10 500nM 4-hydroxy tamoxifen or ethanol (as indicated in each individual sample) was added to the cells for 24 hours.,total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (polyA enrichment), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 100bp reads per  ...","RNA-seq of tamoxifen-treated Rad21-Tev primary neuron transduced with ERT2-TEV, Rad21Tev24_GeneCounts.csv, TEV_4OHT_24H_Rep1","Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome mm9 using Tophat2 with arguments  “--library-type fr-firststrand --b2-very-sensitive --b2-L 25” with gene annotation from Ensembl version 67, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524011,NONE,"GSE150129, GSE150130",0,SRX8293832,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14856065,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293832
rad21tev+4oht_24h_primary_neuron_culture_rep2,,,,,,,Rad21tev+4OHT_24h_primary_neuron_culture Rep2,GSM4524012,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,On DIV10 500nM 4-hydroxy tamoxifen or ethanol (as indicated in each individual sample) was added to the cells for 24 hours.,total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (polyA enrichment), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 100bp reads per  ...","RNA-seq of tamoxifen-treated Rad21-Tev primary neuron transduced with ERT2-TEV, Rad21Tev24_GeneCounts.csv, TEV_4OHT_24H_Rep2","Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome mm9 using Tophat2 with arguments  “--library-type fr-firststrand --b2-very-sensitive --b2-L 25” with gene annotation from Ensembl version 67, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524012,NONE,"GSE150129, GSE150130",0,SRX8293833,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14856063,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293833
rad21tev+4oht_24h_primary_neuron_culture_rep3,,,,,,,Rad21tev+4OHT_24h_primary_neuron_culture Rep3,GSM4524013,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,On DIV10 500nM 4-hydroxy tamoxifen or ethanol (as indicated in each individual sample) was added to the cells for 24 hours.,total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (polyA enrichment), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 100bp reads per  ...","RNA-seq of tamoxifen-treated Rad21-Tev primary neuron transduced with ERT2-TEV, Rad21Tev24_GeneCounts.csv, TEV_4OHT_24H_Rep3","Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome mm9 using Tophat2 with arguments  “--library-type fr-firststrand --b2-very-sensitive --b2-L 25” with gene annotation from Ensembl version 67, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524013,NONE,"GSE150129, GSE150130",0,SRX8293834,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14856062,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293834
rad21tev+etoh_24h_primary_neuron_culture_rep1,,,,,,,Rad21tev+etoh_24h_primary_neuron_culture Rep1,GSM4524014,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,On DIV10 500nM 4-hydroxy tamoxifen or ethanol (as indicated in each individual sample) was added to the cells for 24 hours.,total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (polyA enrichment), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 100bp reads per  ...","RNA-seq of ethanol-treated Rad21-Tev primary neuron transduced with ERT2-TEV, Rad21Tev24_GeneCounts.csv, TEV_ETOH_24H_Rep1","Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome mm9 using Tophat2 with arguments  “--library-type fr-firststrand --b2-very-sensitive --b2-L 25” with gene annotation from Ensembl version 67, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524014,NONE,"GSE150129, GSE150130",0,SRX8293835,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14856060,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293835
rad21tev+etoh_24h_primary_neuron_culture_rep2,,,,,,,Rad21tev+etoh_24h_primary_neuron_culture Rep2,GSM4524015,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,On DIV10 500nM 4-hydroxy tamoxifen or ethanol (as indicated in each individual sample) was added to the cells for 24 hours.,total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (polyA enrichment), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 100bp reads per  ...","RNA-seq of ethanol-treated Rad21-Tev primary neuron transduced with ERT2-TEV, Rad21Tev24_GeneCounts.csv, TEV_ETOH_24H_Rep2","Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome mm9 using Tophat2 with arguments  “--library-type fr-firststrand --b2-very-sensitive --b2-L 25” with gene annotation from Ensembl version 67, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524015,NONE,"GSE150129, GSE150130",0,SRX8293836,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14856059,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293836
rad21tev+etoh_24h_primary_neuron_culture_rep3,,,,,,,Rad21tev+etoh_24h_primary_neuron_culture Rep3,GSM4524016,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,On DIV10 500nM 4-hydroxy tamoxifen or ethanol (as indicated in each individual sample) was added to the cells for 24 hours.,total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (polyA enrichment), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 100bp reads per  ...","RNA-seq of ethanol-treated Rad21-Tev primary neuron transduced with ERT2-TEV, Rad21Tev24_GeneCounts.csv, TEV_ETOH_24H_Rep3","Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome mm9 using Tophat2 with arguments  “--library-type fr-firststrand --b2-very-sensitive --b2-L 25” with gene annotation from Ensembl version 67, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524016,NONE,"GSE150129, GSE150130",0,SRX8293837,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14856058,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293837
