sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_characteristics_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_phone,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,genome_build,supplementary_files_format_and_content,biosample,sra
17y_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873122,SRX10253530,17y_snRNAseq,GSM5138545,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA8",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, no paired snATAC data","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138545,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138545/suppl/GSM5138545_RL2131_17y_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138545/suppl/GSM5138545_RL2131_17y_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253530,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200468,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253530
20y_a_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873123,SRX10253531,20y_a_snRNAseq,GSM5138546,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA8",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, no paired snATAC data","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138546,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138546/suppl/GSM5138546_RL2123_20y_a_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138546/suppl/GSM5138546_RL2123_20y_a_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253531,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200467,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253531
20y_b_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873124,SRX10253532,20y_b_snRNAseq,GSM5138547,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA8",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL2085","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138547,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138547/suppl/GSM5138547_RL2128_20y_b_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138547/suppl/GSM5138547_RL2128_20y_b_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253532,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200455,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253532
20y_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873125,SRX10253533,20y_snATAC,GSM5138548,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA8",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL2128","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138548,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138548/suppl/GSM5138548_RL2085_20y_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138548/suppl/GSM5138548_RL2085_20y_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253533,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200454,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253533
25y_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873126,SRX10253534,25y_snRNAseq,GSM5138549,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA10",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL2369","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138549,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138549/suppl/GSM5138549_RL2132_25y_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138549/suppl/GSM5138549_RL2132_25y_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253534,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200453,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253534
25y_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873127,SRX10253535,25y_snATAC,GSM5138550,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA10",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL2132","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138550,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138550/suppl/GSM5138550_RL2369_25y_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138550/suppl/GSM5138550_RL2369_25y_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253535,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200452,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253535
40y_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873128,SRX10253536,40y_snRNAseq,GSM5138551,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL2373","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138551,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138551/suppl/GSM5138551_RL2124_40y_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138551/suppl/GSM5138551_RL2124_40y_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253536,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200482,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253536
40y_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873129,SRX10253537,40y_snATAC,GSM5138552,Public on Oct 31 2022,Mar 07 2021,Jun 13 2023,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL2124","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138552,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138552/suppl/GSM5138552_RL2373_40y_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138552/suppl/GSM5138552_RL2373_40y_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253537,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200481,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253537
12mth_organoid_snrnaseq_rl2290_,cDNA,Homo sapiens,PAIRED,SRA,SRR16499144,SRX12701978,12mth_organoid_snRNAseq [RL2290],GSM5640800,Public on Oct 31 2022,Oct 20 2021,Nov 01 2022,SRA,1,cerebral organoid,Homo sapiens,9606,tissue/cell type: ESC-derived cell culture,nuclear RNA,"Per sample, 50 mg of frozen organoid material was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation., 10X Genomics 3' Single Cell Gene Expression v3",RL2290_12mth_organoid_snRNAseq_S49,"cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5640800,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5640nnn/GSM5640800/suppl/GSM5640800_RL2290_12mth_organoid_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5640nnn/GSM5640800/suppl/GSM5640800_RL2290_12mth_organoid_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX12701978,hg19,"Feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files.",https://www.ncbi.nlm.nih.gov/biosample/SAMN22425981,https://www.ncbi.nlm.nih.gov/sra?term=SRX12701978
9mth_organoid_snrnaseq_rl2340_,cDNA,Homo sapiens,PAIRED,SRA,SRR16499145,SRX12701979,9mth_organoid_snRNAseq [RL2340],GSM5640801,Public on Oct 31 2022,Oct 20 2021,Nov 01 2022,SRA,1,cerebral organoid,Homo sapiens,9606,tissue/cell type: ESC-derived cell culture,nuclear RNA,"Per sample, 50 mg of frozen organoid material was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation., 10X Genomics 3' Single Cell Gene Expression v3",RL2340_9mth_organoid_snRNAseq_S48,"cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5640801,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5640nnn/GSM5640801/suppl/GSM5640801_RL2340_9mth_organoid_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5640nnn/GSM5640801/suppl/GSM5640801_RL2340_9mth_organoid_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX12701979,hg19,"Feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files.",https://www.ncbi.nlm.nih.gov/biosample/SAMN22425982,https://www.ncbi.nlm.nih.gov/sra?term=SRX12701979
5mth_organoid_snrnaseq_rl2432_,cDNA,Homo sapiens,PAIRED,SRA,SRR16499146,SRX12701980,5mth_organoid_snRNAseq [RL2432],GSM5640802,Public on Oct 31 2022,Oct 20 2021,Nov 01 2022,SRA,1,cerebral organoid,Homo sapiens,9606,tissue/cell type: ESC-derived cell culture,nuclear RNA,"Per sample, 50 mg of frozen organoid material was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation., 10X Genomics 3' Single Cell Gene Expression v3",RL2432_5mth_organoid_snRNAseq_S47,"cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5640802,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5640nnn/GSM5640802/suppl/GSM5640802_RL2432_5mth_organoid_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5640nnn/GSM5640802/suppl/GSM5640802_RL2432_5mth_organoid_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX12701980,hg19,"Feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files.",https://www.ncbi.nlm.nih.gov/biosample/SAMN22425985,https://www.ncbi.nlm.nih.gov/sra?term=SRX12701980
1y_c_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR21147712,SRX17159422,1y_c_snRNAseq,GSM6499429,Public on Oct 31 2022,Aug 20 2022,Nov 29 2022,SRA,1,"prefrontal cortex, BA9, 46",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then enriched by DAPI-positive FANS for single cell gene expression library generation., 10X Genomics 3' Single Cell Gene Expression v3.","RL2986, nuclear RNA, no paired snATAC data","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM6499429,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6499nnn/GSM6499429/suppl/GSM6499429_RL2986_1y_c_snRNAseq_filtered_feature_bc_matrix.h5,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6499nnn/GSM6499429/suppl/GSM6499429_RL2986_1y_c_snRNAseq_raw_feature_bc_matrix.h5,GSE168408,0,SRX17159422,,"Feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files.",https://www.ncbi.nlm.nih.gov/biosample/SAMN30428132,https://www.ncbi.nlm.nih.gov/sra?term=SRX17159422
1y_d_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR21147713,SRX17159423,1y_d_snRNAseq,GSM6499430,Public on Oct 31 2022,Aug 20 2022,Nov 29 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then enriched by DAPI-positive FANS for single cell gene expression library generation., 10X Genomics 3' Single Cell Gene Expression v3.","RL2987, nuclear RNA, no paired snATAC data","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM6499430,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6499nnn/GSM6499430/suppl/GSM6499430_RL2987_1y_d_snRNAseq_filtered_feature_bc_matrix.h5,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6499nnn/GSM6499430/suppl/GSM6499430_RL2987_1y_d_snRNAseq_raw_feature_bc_matrix.h5,GSE168408,0,SRX17159423,,"Feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files.",https://www.ncbi.nlm.nih.gov/biosample/SAMN30428133,https://www.ncbi.nlm.nih.gov/sra?term=SRX17159423
