sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,patient,condition,tissue,tissue_source,project,raw_data_location,raw_data_id,assay,library_strategy,genome_build,supplementary_files_format_and_content,biosample
bukmap_20190822f_10x-r,,,,,,,"BUKMAP, 20190822F, 10X-R",GSM5982489,Public on Oct 10 2022,Mar 29 2022,Oct 10 2022,SRA,1,Kidney Cortex,Homo sapiens,9606,polyA RNA,"Nuclei were isolated from cryosectioned tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.ufketkw with the exception that 4',6-diamidino-2-phenylindole (DAPI) was excluded from the nuclear extraction buffer and only used to stain a subset of nuclei used for counting, 10X single nucleus RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.86khzcw using the 10X Chromium Single-Cell 3’ Reagent Kit v3",,"Basecalls were performed using NovaSeq Control Software v1.6.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5982nnn/GSM5982489/suppl/GSM5982489_BUKMAP_20190822F_barcodes.tsv.gz,"GSE183279, GSE199711",0,SRX14651198,3535,Reference,Kidney Cortex,Nephrectomy,HuBMAP,,,10X snRNA-seq,,,"Cell Ranger output files (barcodes.tsv, features.tsv, matrix.mtx)",https://www.ncbi.nlm.nih.gov/biosample/SAMN27062214
bukmap_20190829b_10x-r,,,,,,,"BUKMAP, 20190829B, 10X-R",GSM5982490,Public on Oct 10 2022,Mar 29 2022,Oct 10 2022,SRA,1,Kidney Cortex,Homo sapiens,9606,polyA RNA,"Nuclei were isolated from cryosectioned tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.ufketkw with the exception that 4',6-diamidino-2-phenylindole (DAPI) was excluded from the nuclear extraction buffer and only used to stain a subset of nuclei used for counting, 10X single nucleus RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.86khzcw using the 10X Chromium Single-Cell 3’ Reagent Kit v3",,"Basecalls were performed using NovaSeq Control Software v1.6.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5982nnn/GSM5982490/suppl/GSM5982490_BUKMAP_20190829B_barcodes.tsv.gz,"GSE183279, GSE199711",0,SRX14651199,3535,Reference,Kidney Cortex,Nephrectomy,HuBMAP,,,10X snRNA-seq,,,"Cell Ranger output files (barcodes.tsv, features.tsv, matrix.mtx)",https://www.ncbi.nlm.nih.gov/biosample/SAMN27062213
puck_210113_21,,,,,,,Puck_210113_21,GSM6128223,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128223/suppl/GSM6128223_Puck_210113_21.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128223,3593,Reference,Kidney Medulla,Deceased Donor,HuBMAP,portal.hubmapconsortium.org,HBM267.RWVK.843,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_22,,,,,,,Puck_210113_22,GSM6128224,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128224/suppl/GSM6128224_Puck_210113_22.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128224,3593,Reference,Kidney Medulla,Deceased Donor,HuBMAP,portal.hubmapconsortium.org,HBM363.WBDM.628,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_23,,,,,,,Puck_210113_23,GSM6128225,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128225/suppl/GSM6128225_Puck_210113_23.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128225,3593,Reference,Kidney Medulla,Deceased Donor,HuBMAP,portal.hubmapconsortium.org,HBM828.GVQJ.749,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_24,,,,,,,Puck_210113_24,GSM6128226,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128226/suppl/GSM6128226_Puck_210113_24.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128226,3593,Reference,Kidney Medulla,Deceased Donor,HuBMAP,portal.hubmapconsortium.org,HBM964.LPPQ.663,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_25,,,,,,,Puck_210113_25,GSM6128227,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128227/suppl/GSM6128227_Puck_210113_25.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128227,3593,Reference,Kidney Medulla,Deceased Donor,HuBMAP,portal.hubmapconsortium.org,HBM542.BRWW.367,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_26,,,,,,,Puck_210113_26,GSM6128228,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128228/suppl/GSM6128228_Puck_210113_26.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128228,3593,Reference,Kidney Medulla,Deceased Donor,HuBMAP,portal.hubmapconsortium.org,HBM466.ZFWM.822,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_27,,,,,,,Puck_210113_27,GSM6128229,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128229/suppl/GSM6128229_Puck_210113_27.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128229,3593,Reference,Kidney Medulla,Deceased Donor,HuBMAP,portal.hubmapconsortium.org,HBM273.KMCF.655,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_28,,,,,,,Puck_210113_28,GSM6128230,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128230/suppl/GSM6128230_Puck_210113_28.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128230,3593,Reference,Kidney Medulla,Deceased Donor,HuBMAP,portal.hubmapconsortium.org,HBM499.NBCK.667,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_29,,,,,,,Puck_210113_29,GSM6128231,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128231/suppl/GSM6128231_Puck_210113_29.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128231,3593,Reference,Kidney Medulla,Deceased Donor,HuBMAP,portal.hubmapconsortium.org,HBM829.QGJB.974,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_30,,,,,,,Puck_210113_30,GSM6128232,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128232/suppl/GSM6128232_Puck_210113_30.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128232,3593,Reference,Kidney Medulla,Deceased Donor,HuBMAP,portal.hubmapconsortium.org,HBM726.MWCR.726,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_31,,,,,,,Puck_210113_31,GSM6128233,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128233/suppl/GSM6128233_Puck_210113_31.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128233,3611,Reference,Kidney Medulla,Nephrectomy,HuBMAP,portal.hubmapconsortium.org,HBM998.JCZZ.474,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_32,,,,,,,Puck_210113_32,GSM6128234,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128234/suppl/GSM6128234_Puck_210113_32.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128234,3611,Reference,Kidney Medulla,Nephrectomy,HuBMAP,portal.hubmapconsortium.org,HBM693.SFHL.776,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_33,,,,,,,Puck_210113_33,GSM6128235,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128235/suppl/GSM6128235_Puck_210113_33.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128235,3611,Reference,Kidney Medulla,Nephrectomy,HuBMAP,portal.hubmapconsortium.org,HBM437.FGQM.252,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_34,,,,,,,Puck_210113_34,GSM6128236,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128236/suppl/GSM6128236_Puck_210113_34.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128236,3611,Reference,Kidney Medulla,Nephrectomy,HuBMAP,portal.hubmapconsortium.org,HBM548.DGFD.379,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_35,,,,,,,Puck_210113_35,GSM6128237,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128237/suppl/GSM6128237_Puck_210113_35.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128237,3611,Reference,Kidney Medulla,Nephrectomy,HuBMAP,portal.hubmapconsortium.org,HBM695.JZTD.383,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_36,,,,,,,Puck_210113_36,GSM6128238,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128238/suppl/GSM6128238_Puck_210113_36.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128238,3611,Reference,Kidney Medulla,Nephrectomy,HuBMAP,portal.hubmapconsortium.org,HBM345.GPBL.863,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_37,,,,,,,Puck_210113_37,GSM6128239,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128239/suppl/GSM6128239_Puck_210113_37.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128239,3611,Reference,Kidney Medulla,Nephrectomy,HuBMAP,portal.hubmapconsortium.org,HBM847.LKDT.236,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_38,,,,,,,Puck_210113_38,GSM6128240,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128240/suppl/GSM6128240_Puck_210113_38.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128240,3611,Reference,Kidney Medulla,Nephrectomy,HuBMAP,portal.hubmapconsortium.org,HBM424.SZPT.976,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
puck_210113_39,,,,,,,Puck_210113_39,GSM6128241,Public on Oct 10 2022,May 10 2022,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Tissue pucks were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6, Sequencing libraries were prepared according to the step-by-step protocol: dx.doi.org/10.17504/protocols.io.bpgzmjx6",,"Demultiplexing, genome alignment and spatial matching was performed using Slide-seq tools github.com/MacoskoLab/slideseq-tools/releases/tag/0.1, Giotto (version 1.0.3) was used for data handling and RCTD (version 1.2.0) for the cell type deconvolution",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6128nnn/GSM6128241/suppl/GSM6128241_Puck_210113_39.matched.digital_expression_barcodes.tsv.gz,"GSE183274, GSE183279",0,GSM6128241,3611,Reference,Kidney Medulla,Nephrectomy,HuBMAP,portal.hubmapconsortium.org,HBM927.WNDK.667,SLIDE-Seq2,,,Giotto objects in RDS format containing bead location and count matrices and cell type weights after deconvolution; raw counts digital gene expression (DGE) matrix (.txt.gz) and a bead barcode locations file (.csv),
