sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_description,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,chip_antibody,chip_antibody_vendor,chip_antibody_cat_,chip_antibody_lot_batch_,genome_build,biosample,sra
foxa1_nki_29_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856258,SRX8406510,FOXA1_NKI_29_T,GSM4569889,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_29_FOXA1_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569889,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569889/suppl/GSM4569889_FOXA1_NKI_29_T.bw,GSE130408,0,SRX8406510,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032531,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406510
foxa1_df_2078_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856259,SRX8406511,FOXA1_DF_2078_T,GSM4569890,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,FOXA1_2078_T,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569890,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569890/suppl/GSM4569890_FOXA1_DF_2078_T.bw,GSE130408,0,SRX8406511,localized prostate tissue,FOXA1,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032530,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406511
foxa1_df_2030_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856260,SRX8406512,FOXA1_DF_2030_T,GSM4569891,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,FOXA1_2030_T,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569891,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569891/suppl/GSM4569891_FOXA1_DF_2030_T.bw,GSE130408,0,SRX8406512,localized prostate tissue,FOXA1,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032529,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406512
foxa1_df_2483_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856261,SRX8406513,FOXA1_DF_2483_T,GSM4569892,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,FOXA1_2483_T,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569892,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569892/suppl/GSM4569892_FOXA1_DF_2483_T.bw,GSE130408,0,SRX8406513,localized prostate tissue,FOXA1,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032566,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406513
foxa1_df_2484_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856262,SRX8406514,FOXA1_DF_2484_T,GSM4569893,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,FOXA1_2484_T,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569893,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569893/suppl/GSM4569893_FOXA1_DF_2484_T.bw,GSE130408,0,SRX8406514,localized prostate tissue,FOXA1,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032565,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406514
foxa1_df_2480_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856263,SRX8406515,FOXA1_DF_2480_T,GSM4569894,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,FOXA1_2480_T,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569894,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569894/suppl/GSM4569894_FOXA1_DF_2480_T.bw,GSE130408,0,SRX8406515,localized prostate tissue,FOXA1,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032429,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406515
foxa1_uw_pdx_35,ChIP,Homo sapiens,SINGLE,SRA,SRR11856264,SRX8406516,FOXA1_UW_PDX_35,GSM4569895,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_35,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569895,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569895/suppl/GSM4569895_FOXA1_UW_PDX_35.bw,GSE130408,0,SRX8406516,CRPC pdx,FOXA1,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032428,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406516
foxa1_uw_pdx_58,ChIP,Homo sapiens,SINGLE,SRA,SRR11856265,SRX8406517,FOXA1_UW_PDX_58,GSM4569896,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_58,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569896,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569896/suppl/GSM4569896_FOXA1_UW_PDX_58.bw,GSE130408,0,SRX8406517,CRPC pdx,FOXA2,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032427,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406517
foxa1_uw_pdx_70,ChIP,Homo sapiens,SINGLE,SRA,SRR11856266,SRX8406518,FOXA1_UW_PDX_70,GSM4569897,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_70,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569897,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569897/suppl/GSM4569897_FOXA1_UW_PDX_70.bw,GSE130408,0,SRX8406518,CRPC pdx,FOXA3,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032426,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406518
foxa1_uw_pdx_77,ChIP,Homo sapiens,SINGLE,SRA,SRR11856267,SRX8406519,FOXA1_UW_PDX_77,GSM4569898,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_77,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569898,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569898/suppl/GSM4569898_FOXA1_UW_PDX_77.bw,GSE130408,0,SRX8406519,CRPC pdx,FOXA4,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032425,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406519
foxa1_uw_pdx_78,ChIP,Homo sapiens,SINGLE,SRA,SRR11856268,SRX8406520,FOXA1_UW_PDX_78,GSM4569899,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_78,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569899,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569899/suppl/GSM4569899_FOXA1_UW_PDX_78.bw,GSE130408,0,SRX8406520,CRPC pdx,FOXA5,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032424,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406520
foxa1_uw_pdx_81,ChIP,Homo sapiens,SINGLE,SRA,SRR11856269,SRX8406521,FOXA1_UW_PDX_81,GSM4569900,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_81,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569900,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569900/suppl/GSM4569900_FOXA1_UW_PDX_81.bw,GSE130408,0,SRX8406521,CRPC pdx,FOXA6,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032423,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406521
foxa1_uw_pdx_92,ChIP,Homo sapiens,SINGLE,SRA,SRR11856270,SRX8406522,FOXA1_UW_PDX_92,GSM4569901,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_92,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569901,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569901/suppl/GSM4569901_FOXA1_UW_PDX_92.bw,GSE130408,0,SRX8406522,CRPC pdx,FOXA7,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032422,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406522
foxa1_uw_pdx_136,ChIP,Homo sapiens,SINGLE,SRA,SRR11856271,SRX8406523,FOXA1_UW_PDX_136,GSM4569902,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_136,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569902,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569902/suppl/GSM4569902_FOXA1_UW_PDX_136.bw,GSE130408,0,SRX8406523,CRPC pdx,FOXA8,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032421,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406523
foxa1_uw_pdx_141,ChIP,Homo sapiens,SINGLE,SRA,SRR11856272,SRX8406524,FOXA1_UW_PDX_141,GSM4569903,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_141,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569903,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569903/suppl/GSM4569903_FOXA1_UW_PDX_141.bw,GSE130408,0,SRX8406524,CRPC pdx,FOXA9,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032420,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406524
foxa1_uw_pdx_167,ChIP,Homo sapiens,SINGLE,SRA,SRR11856273,SRX8406525,FOXA1_UW_PDX_167,GSM4569904,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_167,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569904,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569904/suppl/GSM4569904_FOXA1_UW_PDX_167.bw,GSE130408,0,SRX8406525,CRPC pdx,FOXA10,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032419,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406525
foxa1_uw_pdx_170-2,ChIP,Homo sapiens,SINGLE,SRA,SRR11856274,SRX8406526,FOXA1_UW_PDX_170-2,GSM4569905,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_170_2,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569905,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569905/suppl/GSM4569905_FOXA1_UW_PDX_170-2.bw,GSE130408,0,SRX8406526,CRPC pdx,FOXA11,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032418,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406526
foxa1_uw_pdx_170-3,ChIP,Homo sapiens,SINGLE,SRA,SRR11856275,SRX8406527,FOXA1_UW_PDX_170-3,GSM4569906,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_170_3,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569906,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569906/suppl/GSM4569906_FOXA1_UW_PDX_170-3.bw,GSE130408,0,SRX8406527,CRPC pdx,FOXA12,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032467,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406527
foxa1_uw_pdx_189-3,ChIP,Homo sapiens,SINGLE,SRA,SRR11856276,SRX8406528,FOXA1_UW_PDX_189-3,GSM4569907,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_189_3,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569907,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569907/suppl/GSM4569907_FOXA1_UW_PDX_189-3.bw,GSE130408,0,SRX8406528,CRPC pdx,FOXA13,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032466,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406528
foxa1_uw_pdx_189-4,ChIP,Homo sapiens,SINGLE,SRA,SRR11856277,SRX8406529,FOXA1_UW_PDX_189-4,GSM4569908,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_189_4,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569908,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569908/suppl/GSM4569908_FOXA1_UW_PDX_189-4.bw,GSE130408,0,SRX8406529,CRPC pdx,FOXA14,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032465,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406529
foxa1_uw_pdx_86-2,ChIP,Homo sapiens,SINGLE,SRA,SRR11856278,SRX8406530,FOXA1_UW_PDX_86-2,GSM4569909,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,FOXA1_PDX_86_2,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569909,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569909/suppl/GSM4569909_FOXA1_UW_PDX_86-2.bw,GSE130408,0,SRX8406530,CRPC pdx,FOXA15,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032464,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406530
hoxb13_df_2078_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856279,SRX8406531,HOXB13_DF_2078_N,GSM4569910,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,HOXB13_2078_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569910,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569910/suppl/GSM4569910_HOXB13_DF_2078_N.bw,GSE130408,0,SRX8406531,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032463,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406531
hoxb13_df_2480_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856280,SRX8406532,HOXB13_DF_2480_N,GSM4569911,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,HOXB13_2480_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569911,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569911/suppl/GSM4569911_HOXB13_DF_2480_N.bw,GSE130408,0,SRX8406532,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032462,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406532
hoxb13_df_2483_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856281,SRX8406533,HOXB13_DF_2483_N,GSM4569912,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,HOXB13_2483_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569912,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569912/suppl/GSM4569912_HOXB13_DF_2483_N.bw,GSE130408,0,SRX8406533,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032461,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406533
hoxb13_df_2484_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856282,SRX8406534,HOXB13_DF_2484_N,GSM4569913,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,HOXB13_2484_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569913,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569913/suppl/GSM4569913_HOXB13_DF_2484_N.bw,GSE130408,0,SRX8406534,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032460,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406534
hoxb13_df_2030_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856283,SRX8406535,HOXB13_DF_2030_N,GSM4569914,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,HOXB13_2030_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569914,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569914/suppl/GSM4569914_HOXB13_DF_2030_N.bw,GSE130408,0,SRX8406535,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032459,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406535
hoxb13_nki_1_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856284,SRX8406536,HOXB13_NKI_1_N,GSM4569915,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_1_HOXB13_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569915,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569915/suppl/GSM4569915_HOXB13_NKI_1_N.bw,GSE130408,0,SRX8406536,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032458,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406536
hoxb13_nki_5_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856285,SRX8406537,HOXB13_NKI_5_N,GSM4569916,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_5_HOXB13_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569916,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569916/suppl/GSM4569916_HOXB13_NKI_5_N.bw,GSE130408,0,SRX8406537,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032457,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406537
hoxb13_nki_7_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856286,SRX8406538,HOXB13_NKI_7_N,GSM4569917,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_7_HOXB13_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569917,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569917/suppl/GSM4569917_HOXB13_NKI_7_N.bw,GSE130408,0,SRX8406538,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032456,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406538
hoxb13_nki_13_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856287,SRX8406539,HOXB13_NKI_13_N,GSM4569918,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_13_HOXB13_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569918,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569918/suppl/GSM4569918_HOXB13_NKI_13_N.bw,GSE130408,0,SRX8406539,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032455,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406539
