sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_treatment_protocol_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,cell_type,donor,gender,genome_build,supplementary_files_format_and_content,biosample,sra
a3,,,,,,,A3,GSM3381900,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381900,NONE,"GSE119732, GSE119734",0,SRX4665845,Peripheral Blood,GM-CSF negative CD4 T cells,A,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026253,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665845
a4,,,,,,,A4,GSM3381901,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381901,NONE,"GSE119732, GSE119734",0,SRX4665846,Peripheral Blood,Bulk CD4 T cells,A,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026252,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665846
b1,,,,,,,B1,GSM3381902,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381902,NONE,"GSE119732, GSE119734",0,SRX4665847,Peripheral Blood,Naive CD4 T cells,B,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026251,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665847
b2,,,,,,,B2,GSM3381903,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381903,NONE,"GSE119732, GSE119734",0,SRX4665848,Peripheral Blood,GM-CSF positive CD4 T cells,B,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026250,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665848
b3,,,,,,,B3,GSM3381904,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381904,NONE,"GSE119732, GSE119734",0,SRX4665849,Peripheral Blood,GM-CSF negative CD4 T cells,B,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026249,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665849
b4,,,,,,,B4,GSM3381905,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381905,NONE,"GSE119732, GSE119734",0,SRX4665850,Peripheral Blood,Bulk CD4 T cells,B,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026248,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665850
b5,,,,,,,B5,GSM3381906,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381906,NONE,"GSE119732, GSE119734",0,SRX4665851,Peripheral Blood,Memory CD4 T cells,B,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026247,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665851
c1,,,,,,,C1,GSM3381907,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381907,NONE,"GSE119732, GSE119734",0,SRX4665852,Peripheral Blood,Naive CD4 T cells,C,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026246,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665852
c2,,,,,,,C2,GSM3381908,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381908,NONE,"GSE119732, GSE119734",0,SRX4665853,Peripheral Blood,GM-CSF positive CD4 T cells,C,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026306,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665853
c3,,,,,,,C3,GSM3381909,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381909,NONE,"GSE119732, GSE119734",0,SRX4665854,Peripheral Blood,GM-CSF negative CD4 T cells,C,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026305,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665854
c4,,,,,,,C4,GSM3381910,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381910,NONE,"GSE119732, GSE119734",0,SRX4665855,Peripheral Blood,Bulk CD4 T cells,C,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026304,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665855
c5,,,,,,,C5,GSM3381911,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381911,NONE,"GSE119732, GSE119734",0,SRX4665856,Peripheral Blood,Memory CD4 T cells,C,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026303,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665856
d1,,,,,,,D1,GSM3381912,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381912,NONE,"GSE119732, GSE119734",0,SRX4665857,Peripheral Blood,Naive CD4 T cells,D,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026302,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665857
d2,,,,,,,D2,GSM3381913,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,total RNA,Cells were washed with PBS and lysed in QIAzol Lysis Reagent (Qiagen) by vortexing and incubating for 5 min at 20°C. Lysates were stored at -80°C until RNA extraction. RNA was extracted with the miRNeasy Micro Kit (Qiagen) according to the manufacturer’s instructions. RNA concentration was determined on a Nanodrop 2000 spectrophotometer (Thermo Fisher Scientific) and RNA quality was controlled on a 2100 Bioanalyzer instrument (Agilent Technologies) using an Agilent RNA 6000 Pico Kit. RNA integri ...,"Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Sequence reads were aligned to the human genome version hg38 using STAR version 2.5.2b with the GENCODE version 25 annotation file and with the settings ‘--clip3pAdapterSeq <adapters>’ for adapter trimming and ‘--quantMode  TranscriptomeSAM GeneCounts’ for counting read pairs on the gene level.",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3381913,NONE,"GSE119732, GSE119734",0,SRX4665858,Peripheral Blood,GM-CSF positive CD4 T cells,D,male,hg38,tab delimited text file containing counts of read pairs for GENCODE version 25 genes,https://www.ncbi.nlm.nih.gov/biosample/SAMN10026301,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665858
